TSNE_Dim_1,TSNE_Dim_2,Cluster_Label
71.50708,22.654781,2
-16.023657,61.506535,0
32.572403,29.941319,2
46.947773,-3.9586525,2
37.686844,1.055204,2
-7.6679153,-29.07128,1
-6.322749,29.364145,0
-20.513737,44.808876,0
-44.47328,33.901432,0
14.202571,-31.258505,1
6.818159,-45.67911,1
-30.99087,48.07844,0
47.054646,32.00032,2
-20.44121,46.048344,0
-32.169926,34.16855,0
-11.46927,-39.764915,1
25.938496,18.2065,2
-4.4163427,20.637012,0
-33.86171,54.338917,0
-48.298473,25.902962,0
55.183994,-20.172644,2
4.523414,-29.276487,1
-34.032413,29.168528,0
14.351308,-32.01119,1
50.716824,34.720352,2
-21.76158,56.823025,0
43.304405,-10.400228,2
-13.783033,-17.546188,1
-3.3991916,31.36201,0
38.15629,-19.264128,2
59.394794,29.795752,2
-21.684465,-64.15792,1
-37.730923,22.88758,0
-19.583467,37.72505,0
42.26344,42.151375,2
-21.65102,-33.933502,1
-18.222467,-69.83874,1
57.284073,-13.133049,2
74.47398,3.4893723,2
8.882617,-54.502125,1
59.780552,12.610377,2
32.64613,0.09518984,2
17.409836,30.374647,2
-14.290696,-72.82975,1
-55.338863,36.95756,0
-4.4457726,47.82746,0
-31.725946,16.519508,0
2.641203,34.985733,0
-20.418783,39.831406,0
-46.501778,31.398516,0
-38.13497,50.95147,0
0.321578,-54.019268,1
8.608881,-52.37076,1
-3.8759854,12.723338,0
-18.31961,27.95534,0
-20.406557,5.9005413,0
31.314894,-9.4950075,2
59.292667,19.070398,2
-17.138216,31.412657,0
54.281113,8.085556,2
-17.754898,-33.434177,1
-20.826225,-43.270786,1
36.162384,24.141228,2
13.985479,4.1990995,2
-18.91512,-26.617476,1
-13.901717,-47.80535,1
-34.22536,55.986687,0
41.891033,12.450496,2
-8.049894,12.456546,0
-19.604631,34.18275,0
-38.812134,54.011715,0
-33.56012,-41.745148,1
-13.928797,43.739857,0
8.155527,-33.929874,1
1.4960278,15.422091,0
50.90142,29.655058,2
-39.647877,18.769836,0
31.050182,20.787525,2
-58.986103,22.463512,0
-33.63517,-57.665104,1
-7.7626066,-32.108383,1
-40.374134,-28.3761,1
-46.213715,7.051903,0
-26.32953,52.345486,0
27.138609,-13.207166,2
-19.519268,-14.621621,1
33.751774,5.887729,2
57.25818,20.481068,2
-16.32425,33.513153,0
26.27628,-10.481472,2
-16.169088,15.954997,0
-40.66867,33.120785,0
-28.175562,-31.28761,1
-19.858427,-36.006187,1
43.3688,-13.265718,2
39.141384,26.274475,2
-13.83835,9.017625,0
70.34228,4.999137,2
35.19123,-1.2850169,2
-46.104076,23.40512,0
-29.68631,-19.978489,1
6.367167,37.10722,0
17.991707,0.22896641,2
-19.48259,-43.95907,1
67.24211,-2.3286235,2
2.0840573,-21.450165,1
-25.630789,-44.03882,1
-7.0227075,21.839348,0
-30.885183,24.498503,0
0.9333235,-18.536827,1
-28.841515,-16.19573,1
-27.866611,-59.520897,1
-50.09103,27.535597,0
-21.939768,-57.965797,1
1.7933383,-46.152706,1
49.966846,-20.434612,2
-7.4739494,10.665552,0
-27.800356,37.035923,0
-28.560818,45.80623,0
21.610714,-8.15847,2
-30.491364,2.7379005,0
53.504772,31.47665,2
58.08749,-23.958708,2
-13.828827,-31.886923,1
-27.012596,22.092402,0
53.57342,-3.418141,2
11.217961,-29.451868,1
-22.647877,27.542452,0
44.005894,-24.420633,2
-12.923011,12.637624,0
5.391143,-61.89843,1
-21.563284,37.840557,0
-16.642143,14.863478,0
-16.373463,-58.902668,1
12.510267,-66.76181,1
58.804466,25.051018,2
29.96942,36.759422,2
-36.89428,38.760628,0
68.13881,-7.940569,2
52.6229,22.795197,2
49.631676,2.81014,2
-4.2355905,28.756578,0
-23.329193,-57.987453,1
-34.0689,-29.738934,1
-23.83889,6.9384017,0
8.209665,-34.02872,1
-21.20899,48.149517,0
-7.330305,-68.152855,1
-28.698483,61.830086,0
30.27423,-5.888086,2
49.806297,-4.3557997,2
-24.983173,26.696314,0
-28.983177,-41.137863,1
39.4264,-6.3191466,2
-12.100328,22.630455,0
32.049862,21.934256,2
-33.56348,-46.13975,1
-0.5588472,-52.805813,1
0.3061292,47.20097,0
30.967125,24.61592,2
36.583344,1.5464114,2
-0.48485354,-72.88903,1
-47.200787,-50.222733,1
-1.660941,-26.287203,1
50.380028,-16.024738,2
-10.896093,-37.244038,1
53.42648,19.830343,2
36.714287,-10.075332,2
-28.936924,-54.494087,1
-14.832185,-42.636368,1
37.628605,6.011505,2
-5.4840627,-25.942335,1
-32.868183,-41.86197,1
-25.479212,57.70876,0
34.450012,15.881829,2
-7.442205,56.21032,0
-2.255695,-48.144806,1
-16.55546,-26.450289,1
37.95828,4.007748,2
-3.762053,-31.000786,1
41.389183,1.088639,2
-26.92517,-65.0608,1
0.0016682276,33.489483,0
-27.648592,-24.500185,1
54.31311,-20.535574,2
58.1799,2.1924467,2
11.789412,-0.16759856,2
36.632187,11.050356,2
-21.480757,-40.428143,1
59.16448,-7.426234,2
65.2175,-12.022326,2
-20.563242,42.41507,0
-29.130938,36.62789,0
25.305933,23.542732,2
0.9166364,-55.60756,1
-20.596464,39.770454,0
38.595993,1.6065205,2
-4.5579524,-18.796392,1
60.31466,14.864974,2
-10.319665,50.95528,0
45.067078,6.3148847,2
-23.722204,-35.57632,1
66.006,12.354097,2
29.9664,7.97195,2
-37.606075,36.09135,0
-7.3591647,-58.65142,1
-29.581335,-35.87127,1
3.6789625,49.834427,0
-21.096323,5.139827,0
-24.990578,50.636097,0
0.5655162,-18.648767,1
-19.443699,31.21372,0
53.299904,19.744637,2
-16.86621,34.356625,0
-10.587557,20.366068,0
-0.5454698,-36.161816,1
75.31301,8.306872,2
