Cluster,Features,K_Neighbors,Trustworthiness_P5,Continuity_P5,Trustworthiness_P15,Continuity_P15,Trustworthiness_P20,Continuity_P20,Trustworthiness_P50,Continuity_P50,Trustworthiness_P90,Continuity_P90
2,2,20,0.9940001790924642,0.9811446020726431,0.9992295220847169,0.9948385209779655,0.9993504074856624,0.9958166978569272,0.9996402454975348,0.9970380662038435,0.9996999979877251,0.9983560358184929
2,7,20,0.9479763497333737,0.8918959110574504,0.9666719126672704,0.9030753496327597,0.9664096709930579,0.9093870892443909,0.9703085622296006,0.9212512747761344,0.9721794586980581,0.9275280128785592
2,12,20,0.8980430928664855,0.8167184002414729,0.9277768588389174,0.8676261998188953,0.9305614629238352,0.8725472924841533,0.9391460388369051,0.8883201408592413,0.9345982110876346,0.8942593319247409
2,17,20,0.877193878659825,0.8017075460307879,0.8997521903612035,0.8454060992051514,0.9030865237951504,0.8534072502263811,0.9138257873025454,0.8749052781970016,0.8908801529328906,0.8886069443605996
2,22,20,0.8585670510111683,0.7897952570681155,0.8828187181809036,0.837699575410001,0.8867216782372473,0.8473934560821009,0.8961449300734479,0.869962857430325,0.8600749954723816,0.8850172411711439
2,27,20,0.8470459020022135,0.7793448596438273,0.8670967823724721,0.8279867028876144,0.8743876506690813,0.8386100452761847,0.8791261092665258,0.8636620988026964,0.8358866908139652,0.8813625877854916
2,32,20,0.8408067350840125,0.780150057349834,0.8576997001710435,0.8267991669182011,0.8615670751584666,0.8355905423080793,0.8644104698661836,0.8635214407888118,0.8222142871516251,0.8792113572794041
2,37,20,0.8331695744038636,0.7786412777945468,0.8487628674916994,0.8256465318442501,0.8548047972633062,0.8328108340879364,0.842648375088037,0.8659160478921422,0.8139758929469766,0.8798005211791929
2,42,20,0.8283534097997788,0.780593830365228,0.8449475641412617,0.8200643404769091,0.8490423060670088,0.8327353959150819,0.8351092303048597,0.862775164503471,0.8096071797967603,0.8765043022436865
2,47,20,0.8258511902605896,0.7760114377703994,0.8395380279706209,0.8184151041352248,0.843246350739511,0.8292284435053829,0.8255764080893451,0.8634035355669586,0.8041688660831069,0.8758146071033303
2,50,20,0.824286743133112,0.771419462722608,0.8345985008552168,0.8177504376697858,0.8402541161082605,0.8281185350638898,0.820180488982795,0.8627223845457289,0.8031258758426401,0.8757034128181909
2,60,20,0.8163801750679143,0.7683851031290875,0.8306300794848578,0.8167787403159272,0.8353555830566456,0.8257161344199618,0.8086924137237147,0.8629596317536976,0.7987637508803703,0.8738394788208068
2,70,20,0.8158227970620786,0.766965976456384,0.8256902907737196,0.814684491397525,0.8288258476707919,0.8251914780158972,0.8003947197907234,0.8630605453264916,0.7924960056343696,0.8722827709025052
2,80,20,0.8090536633464132,0.7685400020122749,0.8207524298219135,0.8129975168528021,0.8241137458496829,0.8246347942448938,0.7963720273669384,0.8627066324579937,0.7896753918905323,0.8717328523996377
2,90,20,0.8087050910554382,0.7646202716571084,0.8186379072341282,0.8126689767582251,0.8205376899084414,0.8220401167119428,0.7932484253949089,0.8615002092765871,0.7874312506288359,0.8707225435154443
2,100,20,0.8058350518160782,0.765671101720495,0.8146300613743838,0.8116777543012376,0.818411445819499,0.8219657088238252,0.7904316852802092,0.8610803622094778,0.7847141583660329,0.8700337035919107
