Cluster,Features,K_Neighbors,Trustworthiness_P5,Continuity_P5,Trustworthiness_P15,Continuity_P15,Trustworthiness_P20,Continuity_P20,Trustworthiness_P50,Continuity_P50,Trustworthiness_P90,Continuity_P90
5,2,20,0.9908090190159975,0.9751723634168428,0.9993685320454774,0.9967779374182514,0.999462577724117,0.9969519971828151,0.9996532810141865,0.9983385290270651,0.999665010564443,0.9986463406781367
5,7,20,0.9754716913170339,0.9466341000100614,0.9830723956132408,0.9597040064392797,0.9832513673407788,0.9621787705000501,0.9845591950900494,0.9675845115202737,0.9827813743837409,0.9701292383539593
5,12,20,0.9581715263104941,0.9268352027366938,0.9671634108059161,0.9477844712747762,0.9686519287654693,0.9517811208371065,0.9718155729952712,0.9577909125666565,0.9644991166113291,0.961682448938525
5,17,20,0.9471157500754601,0.9182077774423986,0.9577379696146494,0.9425397444410908,0.9591508723211591,0.9458622738706108,0.9615379313814266,0.9529036804507496,0.9517133574806319,0.9578960579535164
5,22,20,0.9419347057047991,0.9161817003722709,0.9513643364523594,0.9400357420263606,0.9530224268035014,0.9435978770500051,0.9536069121642017,0.9516080893450045,0.9431277895160479,0.9564057229097495
5,27,20,0.9395721963980279,0.9150063125062883,0.946444785189657,0.9377055075963378,0.9485880973941041,0.9417564040647952,0.9475814770097597,0.950440996076064,0.9383273588892244,0.955223855518664
5,32,20,0.9355405614246907,0.9136525324479324,0.9435239500955831,0.9357018050105644,0.9462223966193782,0.9402543253848477,0.942959704195593,0.9495748143676425,0.9349757078176877,0.9541190803903814
5,37,20,0.9350588972733674,0.912550906529832,0.9408308200020123,0.9358288560217326,0.9426360740517156,0.939051085622296,0.9396783740818996,0.949657989737398,0.9320634993460106,0.9534159975852703
5,42,20,0.9316820082503269,0.9104640305865782,0.9380279323875642,0.9343690773719691,0.9396043666364825,0.9377733675420062,0.9355466384948184,0.9488719569373177,0.9299349310795857,0.9527158084314317
5,47,20,0.9312550095583058,0.9115485099104539,0.936493454069826,0.9334906811550457,0.938663559714257,0.937239722306067,0.9335594204648354,0.9483146111278802,0.9291856927256263,0.9519768528020928
5,50,20,0.9300010262601871,0.9110075641412619,0.936220833081799,0.9334804527618473,0.9375451836200824,0.9368302585773217,0.9321825173558708,0.948347771405574,0.9273840909548245,0.9518154623201528
5,60,20,0.9278852842338263,0.9097377885099104,0.9333607686890031,0.9323099225274174,0.9349670429620687,0.9361013985310394,0.9285319951705402,0.9479412294999499,0.9255309548244289,0.9511978690009055
5,70,20,0.9265217043968205,0.9103465982493207,0.931911053425898,0.9314893892745749,0.9333627628534057,0.9353610443706609,0.9272009196096187,0.9478067833786096,0.9241159110574506,0.9506707898178891
5,80,20,0.9249216017708018,0.9088356635476408,0.930061092665258,0.931282561625918,0.9319624589998994,0.9347115464332428,0.9255522104839522,0.9473813381627929,0.9232393359492905,0.9505655740014086
5,90,20,0.924917695945266,0.9083646181708422,0.9291569554281115,0.9308442318140658,0.9302027688902305,0.9345025173558708,0.9244240748566255,0.9472560156957439,0.9221626219941645,0.9500333695542811
5,100,20,0.9230870993057652,0.9112761686286347,0.9275113774021531,0.9303668216118322,0.9295120716369857,0.9344107737196901,0.9232594868699066,0.9466735949290672,0.9213343394707717,0.9499473347419258
