Cluster,Features,K_Neighbors,Trustworthiness_P5,Continuity_P5,Trustworthiness_P15,Continuity_P15,Trustworthiness_P20,Continuity_P20,Trustworthiness_P50,Continuity_P50,Trustworthiness_P90,Continuity_P90
3,2,20,0.9944087533957139,0.9801146996679747,0.9993037508803704,0.9961024851594728,0.9993961283831372,0.9975096850789817,0.9996520716369856,0.9983352671294898,0.9996681195291276,0.9989294637287454
3,7,20,0.9633265942247712,0.9236619820907538,0.9746762088741321,0.9360449381225475,0.9755478740315926,0.9376028433444008,0.9780459945668579,0.947104408894255,0.9781017124459203,0.950138758426401
3,12,20,0.9310377583257874,0.8790360599657914,0.9502953496327599,0.9103598490793842,0.9525778569272563,0.9170710494013481,0.9568843646242076,0.9276228493812254,0.9501524579937619,0.9327071274776133
3,17,20,0.913211296911158,0.8668070691216421,0.9323343998390181,0.8988341664151321,0.9341738142670288,0.9056265620283731,0.9405750538283529,0.9183434108059161,0.9229995049803802,0.9271102605895966
3,22,20,0.9049463688499849,0.8615006298420365,0.918914269041151,0.8944386276285341,0.9241013441996176,0.8991717315625314,0.9278602273870611,0.915443036522789,0.9047882684374686,0.924467837810645
3,27,20,0.8986549813864574,0.8574892625012577,0.9122329912466043,0.8897873085823524,0.9147271616862863,0.897924439078378,0.9152680511117818,0.9139719710232417,0.893611773820304,0.9227228312707517
3,32,20,0.893825193681457,0.8439951162088742,0.9069979333937015,0.8893308843948083,0.9085114377703994,0.8944963718683971,0.9047125324479323,0.9124394647348829,0.8859133755911058,0.9214961988127578
3,37,20,0.8901756172653184,0.852164487372975,0.9017343575812456,0.886007280410504,0.9047195633363517,0.8926485964382737,0.8976706529831976,0.9114482624006439,0.881264622195392,0.9201749512023344
3,42,20,0.8850962833283025,0.8445500513130093,0.8962598893248818,0.8857212938927458,0.8991010343092865,0.8931319790723413,0.8884671133916894,0.9120462662239661,0.8771337337760339,0.9194653828352953
3,47,20,0.8822501640004023,0.8365306107254251,0.8927163819297715,0.8833785109165913,0.8966949512023342,0.8908121360297817,0.88449812254754,0.9114972451956938,0.8733306308481739,0.9184824992453968
3,50,20,0.8821831954925042,0.8477714659422477,0.8912392111882483,0.8832396498641713,0.8943552268839925,0.8902137337760337,0.8828117154643326,0.910822255760137,0.8732313109970823,0.9180391226481537
3,60,20,0.8792036462420767,0.8482521199315827,0.8856796116309488,0.882829471777845,0.8889721883489284,0.8893773961163095,0.87695330717376,0.9104482905724922,0.8680832276889023,0.9167944119126674
3,70,20,0.8758707193882684,0.8466926189757522,0.8844063104940134,0.8813941945869807,0.8852679444612133,0.8888180621792937,0.8721799235335546,0.9100936291377402,0.8667127236140457,0.9162711258677935
3,80,20,0.874548568266425,0.8452998832880572,0.8826905060871315,0.8773238917396117,0.8840207244189556,0.8868523956132409,0.8696327578227185,0.9094263648254352,0.8637234631250629,0.9152377703994367
3,90,20,0.8733802897675823,0.8441171043364524,0.8793430747560116,0.8787649884294194,0.8816673226682764,0.8859800201227488,0.8673513049602576,0.9091792856424188,0.8623915725928162,0.9147605916088137
3,100,20,0.8711066827648658,0.8412977764362611,0.8777179515041753,0.8777421430727438,0.8797293128081295,0.8853788851997182,0.8646413824328403,0.9091529852097796,0.8611012395613241,0.9145615715866788
