Cluster,Features,K_Neighbors,Trustworthiness_P5,Continuity_P5,Trustworthiness_P15,Continuity_P15,Trustworthiness_P20,Continuity_P20,Trustworthiness_P50,Continuity_P50,Trustworthiness_P90,Continuity_P90
1,2,20,0.9921840245497535,0.9697349874232819,0.9993384565851695,0.9977344481336149,0.9994444934097997,0.9976705101116812,0.9996975611228492,0.9975563436965491,0.9997774544722808,0.9977378810745547
1,7,20,0.9092867350840126,0.838918772512325,0.9383060509105544,0.8497859523090854,0.9470221229499948,0.8516791810041252,0.9497542408693027,0.8544222275882885,0.9530410363215615,0.8559986799476809
1,12,20,0.8194584364624207,0.7558289204145286,0.8586566797464533,0.7812666827648657,0.8685868377100312,0.7829523191467955,0.8852060307878055,0.7893894496428212,0.8941880289767581,0.7921843183418855
1,17,20,0.7684664895864775,0.711769747459503,0.8013519026058961,0.7372446704899889,0.8070696508703089,0.744333192474092,0.834332749773619,0.7560606922225576,0.8230089646845757,0.7689632598853003
1,22,20,0.7337510151926754,0.6876396458396217,0.7636668799678036,0.7158971848274474,0.7781943616057954,0.7239138082302042,0.7996092806117316,0.7397253204547741,0.7088590421571588,0.7669581688298622
1,27,20,0.7056889345004528,0.6679060690210282,0.7313379676023745,0.6949295200724419,0.7460117275379817,0.7059393520474897,0.7730216138444511,0.7251300130797866,0.6558910373276989,0.7613724157359895
1,32,20,0.684897178790623,0.6500224972331221,0.7149550498038033,0.6883167542006239,0.719987330717376,0.6934803823322266,0.7486211671194285,0.7171223080792837,0.6379059724318342,0.756314629238354
1,37,20,0.6656532327195895,0.6276615756112286,0.6971754723815273,0.6766376637488681,0.7012037971626924,0.6854583740818997,0.6804044451152027,0.726920213301137,0.610223233725727,0.7566478559211188
1,42,20,0.6600634047690915,0.6258822839319852,0.6836832457993761,0.6694628755407989,0.6915906670691218,0.6786516872924842,0.6428231290874333,0.7276827165710836,0.6035020827044975,0.7521807183821311
1,47,20,0.6510993882684375,0.6167621752691419,0.6741481094677533,0.6629954059764563,0.6819382231612839,0.6774654210685179,0.626455935204749,0.7262744763054634,0.5919844491397526,0.7508100975953316
1,50,20,0.64815355065902,0.6200635234933092,0.6702752510312909,0.6643098802696448,0.6765990824026561,0.6754146352751786,0.615095200724419,0.7255188167823725,0.5851442841332126,0.748375673609015
1,60,20,0.6400350015092062,0.6113272864473287,0.6574983398732267,0.657400098601469,0.662518333836402,0.6663313512425797,0.5961490109668981,0.7205479967803602,0.5759949008954623,0.7454770097595332
1,70,20,0.6320941583660329,0.6046025777241172,0.6458491196297415,0.6542622980179094,0.6555769634772111,0.6620759915484455,0.5812751302947984,0.7226780360197202,0.5671702344300232,0.743472834289164
1,80,20,0.6240290974947178,0.6044900694234834,0.6400432860448737,0.6503113733776034,0.6423335345608211,0.6591388208069222,0.5753423986316532,0.720273128081296,0.5624918704094979,0.7404951725525707
1,90,20,0.6193855961364323,0.6076548666867895,0.6308084193580844,0.6481466002615958,0.6349074554784183,0.6568626199818894,0.5661928141664152,0.7197150779756516,0.5604198591407586,0.7384022718583358
1,100,20,0.6121148365026662,0.6011567300533253,0.626650385350639,0.6418485702787,0.6281430405473387,0.6540435617265319,0.5635024107053025,0.7209824952208471,0.5561884475299327,0.737928292584767
