Cluster,Features,K_Neighbors,Trustworthiness_P5,Continuity_P5,Trustworthiness_P15,Continuity_P15,Trustworthiness_P20,Continuity_P20,Trustworthiness_P50,Continuity_P50,Trustworthiness_P90,Continuity_P90
6,2,20,0.992359802797062,0.9725520273669382,0.9992905885904017,0.9971262279907435,0.9993983398732267,0.9974970600664052,0.9996017667773418,0.9988837669785693,0.9996309467753295,0.9992604346513734
6,7,20,0.9781478176878962,0.9558267069121641,0.9843285622296007,0.9670696045879867,0.985285469363115,0.9692630566455378,0.9861721601770802,0.9739437327698964,0.9840538685984506,0.975386139450649
6,12,20,0.9645781185229901,0.9400647248214107,0.9724156293389676,0.958761287855921,0.9738163296106248,0.960636981587685,0.9750853285038736,0.9655677653687493,0.9698126632457995,0.9690671717476609
6,17,20,0.9557530033202536,0.9342383861555489,0.9638124720796861,0.9531938263406781,0.9651953576818593,0.9556736090149915,0.9667700633866585,0.9617965932186336,0.9587915645437167,0.9659322285944262
6,22,20,0.9516175410001008,0.9333049441593722,0.9593652721601771,0.9505577221048396,0.9610652500251534,0.9533005835597141,0.9613277512828252,0.9602772673307173,0.9533445879867192,0.9641183056645539
6,27,20,0.9476433403762956,0.9310608874132206,0.9547273669383237,0.9493872260790824,0.9571748686990642,0.9521152711540397,0.956282010262602,0.9598982533454069,0.94945910051313,0.9630439440587583
6,32,20,0.9462135204748967,0.9284798832880573,0.9528144400845154,0.948269600563437,0.9546419197102325,0.950616832679344,0.9527797343797163,0.9588974444109066,0.9472346513733777,0.9622055659523092
6,37,20,0.9452990300835094,0.9278603038535064,0.9510784626219941,0.9470300352148104,0.952527851896569,0.9500208632659222,0.9506595975450247,0.9584789757520877,0.9455496126370863,0.9614949854110071
6,42,20,0.943902171244592,0.9272625435154441,0.9490202756816581,0.9466609920515142,0.9504992735687694,0.9489975772210484,0.9477742931884495,0.9579137518865076,0.9432413341382433,0.960913289063286
6,47,20,0.9421115242982191,0.9291237247207967,0.9472022718583359,0.9459142167220042,0.9487387825736996,0.9486171304960258,0.9459824308280511,0.9576221209377201,0.9417444612134017,0.9603975993560719
6,50,20,0.9413729429520074,0.9255513613039542,0.9470796941342187,0.9451944541704397,0.9484649139752491,0.9482049944662442,0.9446956373880672,0.9574304094979375,0.9418271536371867,0.9604109950699266
6,60,20,0.9400745809437568,0.9259047972633063,0.9452974383740821,0.9449958728242278,0.9465469926551967,0.9478308220142871,0.9425955548847973,0.9571445819498944,0.9396289345004527,0.959704604084918
6,70,20,0.9389767260287754,0.9268150457792536,0.9433276466445317,0.9442884334440085,0.944406107254251,0.9471720998088338,0.9405174886809539,0.9571081356273268,0.9380779756514741,0.9594849200120736
6,80,20,0.9387273448033002,0.9274119790723413,0.9424047650669081,0.9439001831170138,0.9436908340879363,0.9464679786698864,0.939746254150317,0.9563354965288259,0.9375284777140558,0.959003068719187
6,90,20,0.9374788972733675,0.9270252681356272,0.9409075158466647,0.943590663044572,0.9425941684274072,0.9460979112586779,0.9382526370862259,0.9566790663044571,0.9367684958245296,0.9588524519569374
6,100,20,0.9366717536975552,0.9255147137538988,0.9405783901800986,0.9431194405875841,0.9417800080490993,0.9461242217526915,0.9374371969010966,0.9562976697856927,0.9358588670892445,0.9585982855418049
