TSNE_Dim_1,TSNE_Dim_2,Cluster_Label
-25.447577,41.629234,0
0.52266854,-51.462776,1
35.5598,41.328945,2
-11.127952,38.45348,0
87.25207,16.986475,2
42.122948,-53.29079,1
-9.236961,-54.266724,1
-21.308905,-46.216408,1
-5.7317824,-35.01587,1
-72.618,49.13879,0
-1.0394586,39.148647,0
-11.586618,-74.13315,1
48.767113,31.944973,2
-46.4628,46.05977,0
-8.921866,30.163774,0
-6.5871773,-48.61377,1
1.8156189,-51.412872,1
-34.84534,-61.36361,1
-36.56772,38.743973,0
19.09632,63.005337,2
-21.290361,77.11768,0
31.65042,44.696194,2
73.00971,8.33955,2
5.644435,-87.09139,1
-7.4537377,-12.425543,1
-29.738028,-62.06611,1
-39.768784,-27.740885,1
52.882824,33.764614,2
-24.623165,10.836062,0
-47.80973,-53.682583,1
-25.230968,-29.035162,1
70.158806,-12.966049,2
-49.010147,35.402107,0
-76.80638,34.10301,0
-37.057137,26.13324,0
10.286404,-69.67705,1
7.281666,-6.6700025,2
38.64492,57.187134,2
10.48489,-41.16002,1
72.83777,16.609924,2
57.936237,8.163708,2
39.842354,-10.634404,2
24.410318,-70.03403,1
-41.9581,42.645004,0
25.383205,-1.1695236,2
19.792078,12.767581,2
-43.977703,32.234646,0
-65.82154,54.640617,0
-18.473244,83.42248,0
52.257,2.798828,2
55.29506,24.096138,2
-45.7712,50.033203,0
11.313916,-32.34755,1
-26.582298,-71.75963,1
16.740303,-85.421486,1
55.473866,25.24876,2
20.47023,-43.15293,1
-50.255955,28.047638,0
-29.34316,-26.000769,1
1.6341909,-61.276886,1
82.63815,29.601925,2
35.61256,-11.835046,2
-5.88526,-29.968735,1
-2.377629,-33.156654,1
53.38422,42.00081,2
29.256292,-38.234024,1
-36.720963,66.70001,0
62.749725,16.344759,2
-19.334759,38.11599,0
-33.43884,-36.95413,1
56.897137,-14.315849,2
-30.447851,-50.805595,1
24.073809,-5.721475,2
24.870323,55.346672,2
50.3409,0.83867043,2
49.20997,26.200232,2
-19.926037,-13.286499,1
23.459593,1.848791,2
0.99298984,63.33054,0
-34.763836,29.197773,0
37.111687,5.307515,2
45.235558,21.512089,2
33.141262,-20.25515,2
-28.302973,-67.90293,1
-16.955975,-19.405996,1
8.986221,-29.902523,1
-65.62798,8.424099,0
17.12374,3.1937454,2
-27.756903,-18.426697,1
5.4226584,24.59138,2
-12.750914,78.1605,0
-24.15635,-64.40681,1
65.45994,47.573395,2
-0.59790474,-13.466176,1
-39.592045,60.204754,0
69.01841,35.501984,2
31.098972,-6.5892477,2
-55.98755,33.128746,0
-3.1145673,19.623802,0
-61.988903,69.15271,0
-18.756758,-34.35524,1
-5.2572703,-55.67001,1
1.0870545,53.044724,0
-22.810364,-70.980545,1
64.09495,30.430206,2
-29.466358,25.135227,0
20.360027,-79.29321,1
-3.9201937,-64.274635,1
-3.342454,-81.94516,1
46.384857,62.52729,2
58.428947,28.363237,2
17.156473,-52.875114,1
-14.320626,-36.463856,1
47.452374,-15.410555,2
34.324944,28.103434,2
31.078173,-44.527107,1
37.555492,10.236406,2
28.40206,-80.2613,1
75.243866,4.1770663,2
-65.87353,2.8572934,0
-55.09005,25.009077,0
-62.321224,12.815666,0
42.75886,-0.48527673,2
18.731785,31.958858,2
63.348366,41.896843,2
-9.697482,-13.217606,1
-10.64674,14.973508,0
-62.57912,-8.798772,0
70.23832,-28.40313,2
6.3784304,-45.554905,1
11.308514,-32.21462,1
-41.021645,33.54722,0
9.941195,30.545103,2
-27.113518,18.489244,0
-45.867603,55.421642,0
-5.204811,-55.651558,1
75.12136,-23.95843,2
-24.89025,-60.19479,1
-15.234845,14.30647,0
56.07626,2.5112753,2
15.765902,-85.51211,1
48.422554,-11.20603,2
13.255925,13.989439,2
-11.628549,-19.62121,1
50.949146,33.373528,2
-32.454956,22.759386,0
13.625879,-11.643394,2
34.767345,37.266296,2
-16.94733,-49.9085,1
34.47796,-33.48483,1
23.930334,-47.251667,1
41.771008,20.385391,2
-22.643053,-36.782463,1
11.880083,-82.25853,1
-14.984699,40.131947,0
31.952387,13.108586,2
-56.80186,41.511875,0
-8.628059,-59.47887,1
-6.018153,-45.157104,1
-1.480769,-36.75753,1
-37.8548,11.309179,0
37.261597,-56.003387,1
59.12608,21.96939,2
86.05856,0.29220286,2
13.871543,1.698927,2
-19.513542,10.6671505,0
8.83668,-52.294777,1
-35.85661,55.927284,0
-28.281155,-33.131283,1
-23.11435,2.553166,0
20.921469,-36.61044,1
-65.66332,62.20592,0
-23.882355,20.972017,0
-51.761616,-39.464394,1
-66.40049,39.793316,0
-14.285963,70.77684,0
-22.43341,-22.765835,1
-57.682648,31.852684,0
-27.524105,-32.272526,1
30.705978,-1.4520364,2
56.37597,-40.707798,1
-81.26364,38.396057,0
-29.774412,59.703728,0
32.916275,45.359783,2
47.640636,46.655632,2
14.043429,25.82396,2
16.863338,-55.365555,1
-35.013973,40.96171,0
-1.4076371,-62.730892,1
43.243122,6.166278,2
1.3314133,-15.352217,1
23.545996,5.973392,2
39.420956,41.98628,2
41.586956,15.028784,2
