Feature_1,Feature_2,Cluster_Label
-0.8654313484472462,-4.2349384837351876,0
0.3607524159652282,-5.86041746316182,0
0.8610807437436573,-5.334889123006004,0
0.43515409142042716,-4.842635660034909,0
-0.27842007735518737,-5.386028927665717,0
-0.5068972836982402,-5.216064100229143,0
1.4741413903043237,-4.197539548005009,0
0.47011394902716974,-5.2315735865606,0
1.6556044280722728,-3.7723069076383364,0
0.13931675819820977,-5.18740765602517,0
-1.6771757515991668,-7.094544128813425,0
0.39435423882635073,-4.8901722605343325,0
0.2574235606965947,-5.0237025719299915,0
1.161679786861887,-5.267327244176232,0
0.8663361494826805,-6.466679686513546,0
-0.5976252540049031,-4.614403834916991,0
1.7571242254464012,-5.9686099398031525,0
-0.5848817368118586,-4.815635413804049,0
0.04973650840942939,-3.0998823872270713,0
-1.0549663818393553,-5.069097661444886,0
-0.1870508792238666,-3.634234836678609,0
0.48085756676558217,-4.366174888618142,0
-0.4028344736553041,-6.0401110792098756,0
1.0399507308302418,-4.561391961481257,0
0.2925699296105173,-6.926313839071144,0
-0.050064580970700434,-6.14884497642378,0
0.7567807194673222,-3.1106710251605674,0
0.6515755829612087,-3.3130367815326887,0
-0.4374515659380904,-6.258803880432858,0
0.37705048121920337,-5.6644960284334385,0
-0.8294566537638249,-6.248614906697826,0
1.3100795851608817,-4.24486341614472,0
0.11529365965226081,-3.6346823808953603,0
0.3538983115410069,-3.97485214033555,0
2.6650716203997318,-6.812254102292088,0
-0.2731226160726708,-3.735288687166765,0
-0.8973238828390389,-5.897722331159935,0
-0.4309299470402219,-5.403169933979213,0
1.610931087183665,-5.565066230254245,0
0.40295095859456787,-5.566214714714385,0
-2.7227362260574623,-4.797811759249648,0
-0.33854331111076247,-5.358815811274024,0
0.2586774900754371,-5.78150416337836,0
0.8894641436529015,-7.207845720540657,0
1.256991060303699,-6.221303053631768,0
0.20004271302846202,-3.8042500359532214,0
-0.6031879908472826,-4.650866259425401,0
0.8626178802780285,-4.224025315040367,0
1.897736664227515,-4.373742502508721,0
-0.36880492469639625,-5.047201247233239,0
1.9867617731534915,-5.002330949280501,0
0.022715782237050258,-4.381346156548309,0
0.9073618321193931,-6.710410431931837,0
1.443645313004204,-3.9215251369312463,0
0.40215910471759475,-5.625551712916436,0
