Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Feature_10,Feature_11,Feature_12,Feature_13,Feature_14,Feature_15,Feature_16,Feature_17,Feature_18,Feature_19,Feature_20,Feature_21,Feature_22,Cluster_Label
-3.2187682984138233,0.4601620820037373,-2.8127729462688715,3.1695244675872534,-8.474462166008161,-3.846139336272172,-8.154796099796801,10.145602993607875,-5.8700103145773275,-2.735644258816451,1.7871298881891213,10.522680455461826,7.725964889778352,4.805578384480828,-7.814707785174563,-5.569436290994319,10.566648018177158,5.441711185185241,8.32615902811421,-3.0808811353551104,-6.236198512757501,-2.215314364504116,0
-3.3809146705579165,-0.9597157415795435,-3.0819389644320987,3.2201540708485252,-9.004159013970675,-3.832444424057929,-8.120367506141292,8.009492950768433,-3.8403394433964775,-1.607424982405007,3.993179534039833,9.166164535556403,9.786078161118114,3.6891698795074017,-8.32861851923974,-8.418777111671062,11.329186824565967,2.495138913124437,6.605313989090797,0.056168766154154115,-7.7566435170754335,0.8934056122090581,0
-2.975217378095495,-1.501112576730942,-1.1569978819551394,1.1044649614920503,-8.319513124276686,-4.216679594940723,-7.035165752373495,9.18021364027471,-5.389544553957224,-2.9550707777414877,1.021136915265722,9.47410349323803,8.659577110342322,2.043660098767919,-7.913054525772134,-7.127822072279455,9.543981341322333,4.513378665943254,8.978966308043843,-1.0487185020287813,-7.112239449936724,-0.21301800086328937,0
-2.5487660977088353,0.11797092902866191,-1.07908837017514,3.513254975823208,-9.252644134907296,-5.146357321869796,-6.931163299324615,9.429543612645086,-5.233644266878298,-2.1868657259080932,1.269503741771289,8.469316068496486,7.916990902595554,2.5888421372978985,-10.74769374476735,-7.074192553207549,8.006684348175037,6.086612047708048,7.7825914680137664,-0.7726515809040242,-7.8253756940736645,-0.6789648962717777,0
-2.0590304471813963,-0.13071359559159035,-2.3876252381474097,1.0433467886213428,-11.600723370664504,-3.84649789268725,-8.186013627119767,9.275053616711876,-5.1152239043248295,-2.4596142705567843,3.8986394022686204,9.771936553984697,7.603963553867059,1.298004453823551,-7.887200776668156,-7.293349705472293,9.63516258988148,4.748395937576535,8.603310552619941,-1.324482490158874,-7.02284322454794,-0.7942738220606929,0
-1.4591699118263701,1.0001122129988032,-1.8911820949009468,1.134492662633637,-10.110155461814557,-5.482339763773926,-6.596388302090078,10.22209011216986,-5.70563178784428,-4.8907383535596844,3.914227440494657,9.782915761379778,8.812859541955023,3.744587300886571,-9.772806348123492,-6.731400920998593,10.980672878293586,4.158092736736536,5.949548445106843,-1.7053671796626964,-5.12887372496175,-1.0084542322008285,0
-3.595727280602809,-1.1422629674269988,-1.3767503089160233,1.9991844342515592,-9.283690564374432,-4.871557537863716,-8.343294207283542,8.975530269212458,-4.453940580539038,-1.959178000586108,4.495884125106224,9.626645156742343,10.632284339727507,3.805258132309983,-10.102861853527497,-8.943279118514772,8.882319082551993,4.475456202571251,8.964685070320499,-1.3855807187670122,-7.116896820399877,-0.6079274888255969,0
-3.5566782026220674,-1.940798149864668,-3.532942578066023,2.216364550034125,-10.051729379219443,-5.187180155413279,-7.999544692251137,9.2927539855979,-4.26136684634357,-2.6921916689181415,4.546718965372902,9.020335748504113,10.837547199129006,4.8543754447069,-8.682405199400096,-7.440405379369823,7.726083190064154,3.607709236595734,7.271945633558732,-2.2014272717145227,-8.158114352971525,-1.21455214454787,0
-1.315536441502202,0.977574826396965,-2.996653707497501,2.826350239748674,-9.572333496444788,-4.073169371065625,-8.24250291052157,8.168090761427495,-5.70778492487279,-3.1981713969546823,2.3080920023966227,10.17697490366007,9.481033150997172,3.3240455820977246,-7.172386068451193,-7.0873434135510385,8.711926005092728,3.3160709770134136,7.561267453565178,-3.447567186728153,-7.341341118019339,-0.34027045958649305,0
-1.982696296780871,1.0502759881208479,-2.6503034435343698,3.084549037921959,-9.370240531269223,-4.039915246656644,-7.018718676618931,7.725761307328298,-5.968161335668996,-1.0691382890307901,3.730110430231115,9.81615742176051,8.526226623701863,5.559005362786449,-8.47672069444844,-9.087098505276963,9.829272273905085,5.262112541495711,6.268612389031377,-1.9226743337668615,-8.08629842328918,-0.332706360625342,0
