Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Feature_10,Feature_11,Feature_12,Feature_13,Feature_14,Feature_15,Feature_16,Feature_17,Feature_18,Feature_19,Feature_20,Feature_21,Feature_22,Feature_23,Feature_24,Feature_25,Feature_26,Feature_27,Feature_28,Feature_29,Feature_30,Feature_31,Feature_32,Cluster_Label
6.252882139171853,6.3366705541492525,-6.214202933284458,-0.9526271690763046,6.259146081464622,8.339979025101133,1.7931159040044613,-9.563046562258249,1.9930802315548488,-1.4728327531009333,8.87680923844919,3.1010299700167376,-0.017748095652343865,6.071114094837694,1.796114312509366,2.9172646188278364,-2.788733990247926,7.526955173618712,-2.0121450060461137,1.0642796958409222,-8.759599491843645,-11.265624824334465,-10.039470203457583,2.3209440278801905,7.1259142396554775,6.464241358316159,-5.703421079684956,-4.550470947051915,3.0940418456819128,-8.041026682974282,-6.086562476058962,1.3486898167879902,0
7.7551599717977115,8.327591903488264,-5.0110441479044265,-0.15843784797441085,6.509643046468529,9.535838566580667,2.670723681448634,-6.278499411538838,2.8169795503735835,-2.2605755627380235,11.132799525419557,3.4864114185301878,-0.022569155943460317,5.849899169944486,0.7425327333666792,3.520167023715684,-2.348008824426495,7.383374585088077,-3.5143407211066666,3.015616634607092,-8.215318583212758,-10.985361632502253,-8.585291943150828,2.7644117007355895,9.080298237194368,5.292063148802883,-2.7678169772962518,-2.7013346691088818,2.2020567880587136,-7.646555101896888,-7.411094615414969,3.4202332492045944,0
7.584479538906743,6.889379944274349,-5.971083293705343,-3.483239911645856,6.955482929151583,9.69264753582321,1.7776393723973822,-8.61727841216011,-0.48513454332079076,-1.0322574175923034,10.999811679038032,4.847179110916255,-1.1326055001882298,6.15208801535138,1.3803392887590804,1.7557463996485405,-1.137854227777856,8.541932007161337,-4.4329102407130385,3.2098908470556813,-9.398538155856732,-10.286791030041782,-8.36548954891074,2.676725243287705,7.146211234617494,6.0005641140355355,-6.287788120895915,-3.4609596653338746,1.708740456524909,-6.366681258012973,-6.045160716694863,1.32282064654477,0
8.529350720692424,-1.7801948443941138,-8.401008161516993,-9.401959646059526,1.9539854540607715,-5.876379930960973,2.707792625388811,9.076088403512172,1.6532267947040724,10.136368132354397,-2.7985396700430085,0.9130133373320242,-5.77662336117789,-8.971653601645103,7.2714624539339745,-2.619912023644582,-4.096930586909497,2.32353897075983,-7.411173161260268,9.81235902330964,-3.204806996345806,-0.3325572174861635,-6.646505112950706,-6.244343852164656,10.271864121890667,-9.743642645921406,3.950569292167199,-0.8662460461350021,8.647125748393275,-8.351273981659215,-7.932708617285829,-2.8366437294377915,1
7.171776022259446,9.215859945909408,-5.202755598460939,-0.8925667510266844,4.8370336473211495,8.304860449558804,1.2752609197360318,-9.825230935502166,-0.32942110442199724,-1.529889760908002,9.772297112678176,5.249280260150418,0.7091091210364409,2.6946081974890337,2.375042794263801,2.7380731171697548,-3.23789400944001,7.209505527796087,-2.729885842191401,1.204983365051649,-9.579325250811214,-8.53736936772454,-8.739694687748818,2.3353557470411905,5.50252490743861,7.486955706604872,-5.074484806069907,-4.071491519381966,2.91419020549482,-7.8834042713383905,-5.335185878500467,1.5187462708970605,0
9.55173974464691,-1.3168202197367669,-7.234470630511877,-11.620480469511834,2.2837059333083296,-6.082962957536586,2.087471235198477,6.14792902641676,2.880783806548896,7.543720314916213,0.1446869165642819,0.7818643663189477,-6.079094793586558,-10.909113355380965,6.189477564462939,-2.6033990662198825,-3.3630386133880843,3.4390732753939495,-7.150675155192325,9.901605361587484,-3.5006842604659294,-0.30859031140671045,-8.74351586270872,-3.371977643178672,11.677149212229692,-8.370598492850903,4.247368266054409,-2.1037219966740914,7.350745731784961,-7.822717307774015,-8.438924629787905,-1.8744674236470094,1
8.466002517724036,-3.732082008758147,-8.742553614733552,-10.800097448172282,3.0823063679006903,-5.7206517898814795,2.6011068522136362,7.248665354056787,1.2970769711299115,7.513070093513981,-1.033744411566137,0.5105594303842069,-6.566248246261397,-9.492802069474113,6.078716643730335,-4.1224751580090295,-3.4159320208610646,4.788755257110703,-7.500244613959587,9.711235713139123,-4.5917790258013795,-0.6354282407585949,-8.385665004890603,-3.875832723054842,9.550546606295761,-8.955474345314052,3.5515460981316878,-1.2406715786533067,8.492162900259695,-9.173942644858794,-8.536243968538237,-2.9207373103084935,1
6.510502625214797,8.351504968634083,-5.198118067800544,-2.398909490415436,4.082455162941028,6.43246766257686,0.819409844181745,-7.976217803950238,-0.3972328086865494,-2.5171983103243,8.336496049286932,2.610316080760123,-2.276584787139322,5.294342474185419,2.2577045589116045,3.994310530540756,-2.3884120697347853,8.540062757521953,-2.2155594090446424,2.0396338370795783,-9.232140769562903,-11.584081550207117,-9.00417595543933,4.278027722156647,7.474146961515485,6.962422695159925,-2.9755961740824155,-1.9182236183303862,1.7508607920861687,-8.0297481117901,-8.979603277312927,1.1282110852386396,0
8.759959493483022,-1.8024019537808145,-6.9623080098609,-10.658160707222708,1.3727137338087059,-7.204975182500138,1.8277691492988641,9.115044363023081,2.3327826752136227,7.317405591943104,-1.8848865783971485,1.3268439820469593,-5.903701149076459,-9.246953753700057,7.767464584896123,-2.164714290927434,-2.0078018254952417,4.142440371627307,-6.997447325831449,9.14757051206571,-3.4772841469208684,-1.3619408399978528,-8.858826383350054,-4.164432420475362,8.929241777675609,-9.394828091039148,4.320382537010777,-0.7621435162727236,8.689985301185947,-8.088587469119886,-9.279682172565387,-2.216202701430107,1
8.415485484472306,9.718587499274161,-3.1755718580426566,-2.593537072153055,4.752995915766066,8.725432529365763,2.227838438027389,-7.914206527888207,-0.10255951122004447,0.22264106542195572,11.509400008020368,3.1232818732699537,-2.0024880053955867,5.716157105226686,-0.04870582645383825,1.848706035736235,-0.8712093126093121,8.275879045186203,-2.99531916567398,3.757172695726061,-8.593060729210112,-10.267357561198038,-8.769397980832816,3.287526625672606,9.229080429115275,5.807660710064936,-3.2369928758427333,-4.120970640908424,3.3996376353513407,-7.086654795588786,-8.459900536192835,1.9542763474824123,0
