TSNE_Dim_1,TSNE_Dim_2,Cluster_Label
-55.919876,27.482363,0
11.338296,-25.075077,2
-12.598451,-41.319595,3
4.6201334,61.80599,1
-60.078587,36.102463,0
26.941153,16.563745,1
33.620674,-20.115473,2
14.231517,-11.057039,2
-51.78511,44.042156,0
-13.562889,-57.631393,3
28.222507,44.876762,1
67.16712,33.422062,1
44.286842,-36.157547,2
-27.908978,-57.127502,3
52.41388,64.1361,1
-36.4112,-60.84888,3
4.5253925,12.662241,2
-74.360176,27.641863,0
17.244585,37.627182,1
-34.18456,-29.373453,3
16.446966,-21.84874,2
43.095455,72.007324,1
32.818356,68.56682,1
-6.642835,-68.09957,3
-38.007675,38.67831,0
-42.890297,-23.021046,3
10.517349,42.067413,1
41.84053,27.543234,1
-4.999888,-35.72279,3
-3.2560256,51.69834,1
-43.921417,-63.63458,3
-4.2851167,-77.8149,3
-35.85557,15.812877,0
10.039303,36.1001,1
29.524635,27.810762,1
-11.685316,25.969372,0
-58.278805,21.659092,0
48.006874,-51.525097,2
2.3757882,-6.1638966,2
21.251923,61.936665,1
-4.6152787,-60.63417,3
2.6849697,-21.766197,2
-35.203484,-1.3480897,0
-31.529991,-50.383743,3
35.23121,56.848236,1
20.626541,37.970192,1
46.06584,29.29081,1
52.704185,49.676342,1
-44.58225,-41.8356,3
9.629579,-33.889946,2
50.090538,18.518074,1
-0.764917,-4.995787,2
-28.16086,-65.44293,3
-44.65569,32.566505,0
-38.751083,-60.33759,3
-62.106976,39.322697,0
-58.758633,5.1558294,0
23.857689,-21.186785,2
18.66222,21.785492,1
41.44085,-41.670578,2
-31.863226,-17.45058,3
-17.056484,16.261204,0
28.653181,71.11035,1
35.65615,43.91921,1
-13.276995,28.522049,0
-38.814507,-31.922388,3
30.73327,-6.4052153,2
-29.529541,13.99127,0
-20.953333,50.859234,0
-10.359163,-38.708748,3
-15.741466,-63.903088,3
33.155872,-35.73834,2
-9.806346,-84.26264,3
41.062614,-8.836231,2
-48.17679,-26.478203,3
14.393674,56.44515,1
0.21335264,-39.4076,3
-22.588348,-58.900734,3
-20.78738,28.25542,0
-3.7677264,-10.110988,2
-52.088238,8.377991,0
34.56716,-6.885249,2
-66.80832,40.932907,0
58.363007,58.848812,1
-29.650324,-32.96519,3
-3.413644,3.79568,2
0.33795184,-54.072567,3
-16.81973,-57.294098,3
-22.469439,-63.385777,3
6.535923,-24.595175,2
-25.867697,2.0913184,0
7.7579656,-24.56248,2
52.66644,39.08578,1
55.56121,-31.091919,2
-55.32021,15.867599,0
-50.88808,36.926136,0
-17.17546,-34.45019,3
-16.280043,-44.29578,3
-1.4797077,-19.758028,2
-52.205532,31.42398,0
-18.75881,-1.509843,0
-64.332664,-4.2241306,0
-56.479076,-49.675117,3
-37.010715,9.854029,0
-38.750755,38.35738,0
-9.322298,-56.994476,3
37.05435,60.00334,1
-5.1657543,-15.426923,2
46.59993,27.188984,1
-2.6219413,-62.738255,3
54.945316,54.75388,1
23.902786,-14.125154,2
-38.557724,-30.713755,3
-43.80911,-76.29597,3
26.475624,34.330055,1
45.161926,52.514164,1
-18.465065,-66.32096,3
59.919403,19.164227,1
61.87998,43.827938,1
20.728863,55.74014,1
10.466601,-28.123175,2
2.3510334,-50.94189,3
4.4943037,45.72998,1
38.77715,-19.701092,2
19.055016,-13.799987,2
-31.019552,-37.66404,3
-39.917824,21.58778,0
-6.2629247,-47.62425,3
26.964605,44.20966,1
-40.579113,-34.132847,3
5.7898893,-19.305305,2
-7.0803056,-68.41203,3
-57.737247,12.655223,0
34.34054,7.868511,2
-22.237919,40.57993,0
-38.23289,-19.289284,3
19.164576,-34.92085,2
-12.739437,-74.98255,3
-40.53499,-35.459034,3
13.828811,46.895725,1
-37.274536,20.40981,0
-70.903046,17.325655,0
6.4867296,-17.284246,2
11.392198,43.799088,1
6.6728024,-75.29852,3
8.625684,41.294956,1
-8.446048,-84.57391,3
16.346426,-44.004017,2
30.511236,-54.661015,2
-2.4144905,-57.631165,3
36.86268,-40.48428,2
57.170406,59.289715,1
-33.780125,-62.06245,3
43.65791,-33.512768,2
21.41747,38.83946,1
-60.06716,18.96615,0
11.919577,3.4569025,2
-33.209743,30.065624,0
-38.37879,-28.537756,3
25.690779,-16.406788,2
-41.96154,7.3604746,0
-41.76848,25.079725,0
-54.268112,45.392384,0
-32.057983,3.3079927,0
-30.671516,46.808,0
-62.889145,51.402473,0
-21.05285,-27.640965,3
14.713341,-13.46998,2
3.2898324,43.626163,1
27.382017,-29.10265,2
-24.838406,-46.45334,3
-13.593637,28.49807,0
24.92496,-29.968096,2
11.002727,26.59271,1
47.13306,-28.49351,2
23.78931,31.587101,1
23.094406,74.853134,1
-65.13676,17.511099,0
-34.06572,30.996723,0
-32.32165,46.19936,0
-62.221004,7.718956,0
35.49291,61.33666,1
8.054,-60.13823,3
-51.17891,2.4418771,0
26.845198,-46.641907,2
-39.6959,36.198936,0
18.05216,70.71124,1
57.306732,36.91909,1
12.495526,-18.377628,2
-15.275387,36.581036,0
-66.796234,1.9179685,0
25.842234,-24.003603,2
62.69152,-4.894048,2
-14.165305,-55.954628,3
-24.801334,5.038266,0
14.235909,45.14353,1
-43.908424,56.66076,0
-38.32323,25.80391,0
32.180676,54.075775,1
-8.197987,18.094084,0
-36.57078,32.98648,0
-24.42423,-29.47524,3
30.840923,25.32294,1
-27.293219,12.418922,0
35.22533,44.954998,1
27.632008,-1.6934117,2
-14.447519,-62.139137,3
-58.1221,12.347131,0
