TSNE_Dim_1,TSNE_Dim_2,Cluster_Label
-18.302786,4.5069733,0
-17.498749,5.549565,0
13.0739155,8.183247,1
-1.1345677,-17.42038,2
-0.29361677,-15.599238,2
-2.724252,-18.475822,2
14.055359,11.841439,1
14.467262,9.11454,1
-16.115156,3.6771314,0
-0.53370464,-20.512415,2
1.1103772,-19.176315,2
14.58662,9.124491,1
12.503502,9.664877,1
-20.68213,5.0547776,0
2.7294142,-16.261374,2
11.771784,6.3117332,1
-20.564722,5.139632,0
2.730836,-21.313519,2
14.566276,7.14503,1
12.244218,10.579568,1
-15.363821,4.9824495,0
-0.5957191,-16.000763,2
-17.247053,5.2883887,0
2.8916898,-20.089499,2
12.832018,6.846636,1
-18.148573,5.5610247,0
-20.36676,6.299291,0
-15.923202,6.474781,0
18.127125,8.521335,1
-15.111436,2.109643,0
15.094021,9.634372,1
14.7101345,5.367647,1
2.7410424,-20.133524,2
-18.601896,5.4784436,0
-0.97733444,-17.595976,2
1.6648496,-20.688177,2
-1.7824919,-21.729815,2
13.71074,9.2094345,1
1.3680283,-17.20662,2
13.965826,8.308208,1
12.302152,8.953371,1
11.034911,9.277043,1
-0.084613666,-19.440853,2
12.685545,8.983503,1
-15.509811,5.388524,0
18.10376,9.035725,1
13.906865,5.2968163,1
1.4042962,-22.75708,2
2.108245,-16.736042,2
2.914508,-22.04042,2
-18.082767,2.6758404,0
15.268673,9.703518,1
0.48604006,-18.449514,2
1.3550613,-19.660671,2
-19.135021,3.7968874,0
13.031099,10.5541115,1
12.502399,7.0719175,1
1.6558816,-20.135216,2
12.950028,7.2400656,1
0.7058581,-18.394299,2
16.407373,9.01212,1
-15.334955,4.0325727,0
-17.253464,5.7830553,0
11.617624,8.374708,1
-18.556692,3.456215,0
16.866999,7.775964,1
-1.418928,-21.88054,2
4.236471,-18.201328,2
16.222097,7.288936,1
-0.38438198,-19.30333,2
-2.8787265,-21.078547,2
13.883116,9.645335,1
-18.716602,4.5784874,0
-15.434918,7.1378565,0
-14.914957,2.8383842,0
3.8442125,-19.746315,2
14.886733,6.894413,1
-17.852747,8.643419,0
-14.98927,4.358632,0
2.4900541,-19.187874,2
15.850296,6.8774743,1
12.473673,6.817035,1
-17.092016,5.013831,0
-18.656267,8.823367,0
1.8705568,-20.245253,2
16.170444,8.944473,1
-20.030777,7.8567977,0
2.318905,-18.1643,2
0.23013878,-21.145174,2
2.8439631,-21.840149,2
-17.192343,3.9713995,0
-16.947678,3.002467,0
16.749645,7.4797997,1
-19.370733,5.2587943,0
-16.025223,4.3581758,0
-16.1548,3.604596,0
-0.4649586,-17.267498,2
13.18728,5.5870733,1
16.865404,6.8674383,1
-1.6494703,-18.081615,2
-14.847222,3.7981315,0
-17.915861,4.0295596,0
12.273237,8.691718,1
11.192914,7.8233557,1
-14.840829,3.8958762,0
-17.761501,7.7296867,0
0.75835997,-14.894869,2
2.5065088,-17.958824,2
-19.332817,6.665705,0
13.518289,9.768505,1
3.301816,-22.419085,2
0.7550366,-20.997925,2
-20.698269,4.7568784,0
-2.31026,-17.855518,2
2.70185,-16.785334,2
13.816276,7.423139,1
-14.274093,3.8019261,0
-18.550325,6.663737,0
13.078111,8.410643,1
-19.173372,7.7820735,0
-1.3218865,-21.08156,2
0.12613034,-18.038326,2
-18.372784,3.0348775,0
-0.4529273,-18.467442,2
15.891327,8.640886,1
0.5362592,-16.891455,2
-20.536396,6.4320354,0
-13.704303,7.1282983,0
