Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Feature_10,Feature_11,Feature_12,Cluster_Label
8.197076968858982,-2.6397027866729212,0.37218324324205143,-6.279828393705779,-4.9228655475431555,-3.8706308277828483,2.7372712665472756,-0.13741804314773398,-10.709125908235755,-4.315614020485227,5.330338498757719,-9.034517119831158,0
5.13509097969877,-3.4616261595775706,-1.2320330540575641,-6.689350238384857,-5.753803313527118,-3.036179459991677,2.921039477464836,-0.43680419323594855,-7.827613924114815,-4.388441835170523,7.638326524273399,-6.466173773399076,0
6.782261725905634,-5.203755432538541,-1.7022149835616518,-4.713830701258648,-6.525779736277364,-3.566538292987691,2.564446621588288,-1.8334334033624509,-9.779605314238228,-4.195015801727809,4.631637461067445,-8.648478130990545,0
8.32162982063535,-3.2122284955885156,1.0433314040026462,-5.5742161975412285,-4.539890277635294,-3.6851140536163727,2.267571055221759,-0.09816336238962603,-8.295428071632204,-3.5141107174333013,4.703722872324157,-6.793460943169845,0
8.661594416762641,-3.453572894480733,0.09528650948005685,-5.777068921259825,-6.27266183299847,-5.358584402410928,1.9347175441398252,0.025542123027030086,-7.626350745571825,-4.644725556166946,3.5662992862257443,-9.368400180169017,0
7.598874075878959,-3.3423828424026967,-1.625026903994419,-4.753921056061339,-4.674343774842895,-4.469546119281041,1.707221194376516,-1.3782418359510253,-9.039110080608761,-3.213924195248952,4.106937773869867,-9.240368121048451,0
8.160729306929738,-3.120166431114785,0.9553345400457005,-3.825706827215633,-3.8180312915715238,-4.942634202140271,0.7532461979834328,-1.1945130104067798,-7.840532839175112,-3.5604507225407476,3.5972150762260413,-8.607544217317445,0
5.4015798733065665,-4.018965114202405,1.76011175694377,-3.3013940846376766,-4.81975544160257,-3.374186935553264,1.9549455380986482,-0.31655932964523115,-7.397199139946039,-3.7087708473842724,5.876491877459574,-8.918392018342898,0
6.5993171337074426,-2.3031484851342725,-0.1890141667857988,-7.422757094839846,-4.673179216736688,-3.9082667738040566,0.9052434529064521,-0.7945852321317782,-8.22038170533947,-5.189652193138307,4.909407111682637,-6.643167918355993,0
5.27971461550319,-2.802174041855515,0.12050568833846137,-8.287622540305316,-4.134148006833444,-3.441395408797767,1.9874478831747033,-0.3147266708986596,-8.135636249306058,-3.986385568268087,6.318477294750613,-10.16791945196538,0
7.920068208793026,-1.5702535438901746,-1.135062181703943,-4.821160182520065,-5.299505017673869,-5.0777544151262255,2.038242648798095,-0.4865986046359169,-8.423333575213242,-3.095036281173959,4.215940719123764,-8.588165291360893,0
7.125781526649599,-1.2648324260406987,-1.1902514439045269,-5.438519595961989,-3.849022616570968,-3.9011157611043337,1.873952334263319,0.5313088520902098,-10.291641055698975,-4.781586856400067,4.875243500225792,-10.007113641463146,0
8.302854243201345,-2.680170198038135,-1.5304697515777295,-4.811552548677914,-2.196248220511586,-3.415107588391621,2.2596058608892466,-0.5836926314182116,-8.33756390961371,-5.6279095227733364,4.957597821462386,-8.461727654468877,0
6.948289367997056,-1.3171158608313498,-1.2772607541392573,-4.86987773856059,-4.152982758216037,-5.379405980743287,2.2281325761062205,-1.8190052356205733,-7.797049927077674,-4.216599711944103,5.689302431703735,-6.476982735843947,0
8.288233492740579,-3.4367752360064716,0.14119827956483377,-4.028717325976996,-5.406334267652495,-4.308646540174079,2.4058598859847753,1.1255480407311895,-7.270917418162602,-4.242642635439336,4.172045884149987,-9.537412595389007,0
8.715038809641026,-2.4036377625347436,-2.4887179233691676,-5.874732205542014,-5.001053511152907,-3.9427235858680487,1.6190722362149441,0.16579876935978194,-8.818919577794329,-3.5256602369595456,6.535415602176549,-7.737920735414529,0
8.139444898341866,-3.0944567821454583,-0.40972953281879626,-4.056622934624074,-4.060193704862036,-4.8288146106972984,2.2762430001769602,1.5435324685267235,-9.92971714309419,-2.2454305720527,4.856133623193411,-7.704895237963483,0
7.065426446145307,-3.8350024990049363,-0.9696350028795138,-4.60688892942048,-5.549836480669372,-3.1663994381165708,1.4606194466739115,-0.7952357404964318,-9.601379859415145,-4.577981228386239,5.3279944482499575,-8.891176956115151,0
9.076698737688002,-3.2601524203236067,0.30836143330600063,-5.097648746227312,-5.841829684125566,-2.9466373894500855,3.5178381497878766,-0.39025863477253603,-8.321170163894067,-4.323762035293823,4.720595026194328,-7.9407329365668655,0
8.988821731662823,-3.2746167526453056,-0.7906888160937309,-6.015074287273774,-3.704931153114372,-2.897762964496577,2.889232406752548,-0.18251147531916567,-8.982173547458785,-5.861215323247011,4.975471123319184,-7.424345271630344,0
