Cluster,Features,K_Neighbors,Trustworthiness_P5,Continuity_P5,Trustworthiness_P15,Continuity_P15,Trustworthiness_P20,Continuity_P20,Trustworthiness_P50,Continuity_P50,Trustworthiness_P90,Continuity_P90
5,2,20,0.9918009377200924,0.9877317516852802,0.999316635476406,0.9980053103933999,0.9994114820404467,0.9981526048898278,0.9996486407083208,0.9989976496629439,0.9996886990642921,0.9993523171345204
5,7,20,0.9739664372673307,0.9464828091357278,0.982514071838213,0.9594195894959252,0.9834880953818292,0.9629848636683771,0.9845293268940537,0.9672712264815374,0.9824616017708018,0.9700268316732065
5,12,20,0.9581777160680147,0.926304783177382,0.9675680048294596,0.9483622336251132,0.9691692383539592,0.9516944461213401,0.9719828795653488,0.9571752711540396,0.9656629037126472,0.961537760338062
5,17,20,0.9484767240165005,0.9181246805513634,0.957888523996378,0.9433188791628936,0.9603159090451754,0.9465039802797063,0.9612733152228595,0.953603314216722,0.9502277653687493,0.9588493832377503
5,22,20,0.9439529208169836,0.9164974967300533,0.9514846725022639,0.9394554341483047,0.9534388449542208,0.9435243082805111,0.9540390502062581,0.9514350276687797,0.9429315464332427,0.9565108642720596
5,27,20,0.9383393842438876,0.913531932790019,0.9458686145487474,0.9378857007747258,0.9486776617365933,0.941679414428011,0.9473987141563539,0.9507210403461115,0.9391870409497937,0.9549468759432539
5,32,20,0.9354594808330817,0.9134751806016702,0.9432420283730758,0.9357024630244493,0.9444040829057251,0.9398102726632457,0.9423413582855417,0.9496444913975248,0.9340849401348225,0.9540531240567461
5,37,20,0.9326612999295703,0.9120495039742429,0.9404936371868396,0.9348802173256867,0.9430981446825636,0.9385664976355771,0.9395075138343898,0.9491918100412516,0.932604294194587,0.953302595834591
5,42,20,0.9317417345809438,0.9101713029479827,0.9388247670791828,0.9344264533655295,0.940163213602978,0.9376903290069424,0.936375937217024,0.9485297373981286,0.9303284857631552,0.9526212174263005
5,47,20,0.9300572713552672,0.9097554965288258,0.9366410665056847,0.9335812093772009,0.938674073850488,0.9367348123553676,0.9343784183519467,0.9484178971727537,0.9285812838313714,0.9520649984907937
5,50,20,0.9301225555890935,0.9103132930878357,0.9364222215514639,0.9335639742428815,0.9377450709326894,0.9366797605392896,0.9331294174464231,0.9478617547036925,0.9281012033403764,0.9517761746654593
5,60,20,0.9282555931180199,0.9099769695140356,0.9332081758728242,0.9322707435355669,0.9345550558406277,0.9355341080591608,0.9294105966395011,0.9475589033101922,0.9260392353355468,0.9509950135828557
5,70,20,0.9260828010866284,0.9079495120233423,0.9310249783680451,0.9314487473588892,0.9328602756816581,0.9353325304356574,0.9275303249823926,0.9472545386859845,0.9247132528423383,0.9505773518462621
5,80,20,0.9255673991347217,0.9080304235838615,0.9299155669584465,0.930673812254754,0.9315652460006036,0.934256098199014,0.9254105503571787,0.9471544883791126,0.9227069101519267,0.9504758486769294
5,90,20,0.9238524620183116,0.9095801368346916,0.9292779977864977,0.9308269785692727,0.9304803541603782,0.9341273930978973,0.9246926431230506,0.9469719468759434,0.9222241251634973,0.9499023443002313
5,100,20,0.9238845155448234,0.9095608169835999,0.9283287151624913,0.9305918120535265,0.9291743112989236,0.9334933192474091,0.9234623503370559,0.9468269182010263,0.9213787342791026,0.9497751101720496
