Feature_1,Feature_2,Cluster_Label
5.605348600726501,3.5990232287567676,5
3.1866083926175897,5.456778632498335,5
-3.1117324120236125,10.207287116409105,1
-2.7788153784605854,-5.053467946007877,2
-1.902202308038861,-5.160710899828875,2
-2.196406136146913,2.371765905265863,4
6.59663574946019,-3.7289776566652497,3
-4.4645929259565635,8.340887859803864,1
-3.6321675475462514,9.43277124333923,1
-1.2319009613204115,-3.1871400426455914,0
3.566993802801428,5.81053966707994,5
-3.3408410328871176,7.956049836343785,1
-4.428307081731617,-4.164904999213835,2
7.181527090817438,-3.292370981314592,3
6.211190473097397,-2.594540941381215,3
-3.661548021871596,-4.853068060504309,2
2.9743729757765034,4.434979577438885,5
-2.154009864769279,3.4109648186696067,4
-1.8618703536779146,-5.209292302138105,0
-3.9347568499554515,9.918430416271756,1
-1.1922164461261047,4.178055244404954,4
-5.000747861004115,9.782225370801338,1
-0.3869364569183571,-5.1868351620401505,0
-2.2622196226741216,10.175842819468558,1
6.706664148855238,-3.1446030502797555,3
-2.9414753818491155,7.656012171787678,1
-2.565690141328363,7.831327950008817,1
-3.848493260842333,9.403585069575756,1
6.887081909300813,-3.1887688440584685,3
5.252062711229048,-4.716620008622325,3
8.342621495637431,-3.436901116968776,3
4.255758324872389,6.215672621934672,5
6.187006879788125,-3.774977183344337,3
-1.7695314424677075,3.246421717326822,4
-2.271519960442533,2.2622702645340094,4
-4.162243945628192,6.826577222784719,1
-1.9173364267391158,-3.387199366709566,2
4.946495160172759,-2.9743597411902165,3
-3.385954988061377,-4.610035370199899,2
-3.6441312414728815,8.612850970183208,1
-1.3953463048806132,2.7896050703106887,4
4.876477765538552,4.06823153415512,5
-0.22418063044143088,-1.8529458364216191,0
5.344728341832902,4.693849618243506,5
6.007514113468137,3.8142377356577524,5
5.356888022806287,6.694671694539448,5
-1.8264525853015157,-5.617483474115541,2
-4.0570194384002445,9.927532026627874,1
1.7542704443579522,5.38320215635864,5
-2.5952623139898185,5.1959774361680715,4
-2.062476648462667,-4.903074432992557,2
-1.2727829674684026,2.4724185346264305,4
-1.9847783430545005,2.6501318988805234,4
7.240597803737526,-4.3977434252651335,3
6.902329389124626,-5.142579967855688,3
-1.569609790588247,2.2391151372358533,4
-4.882615342668569,3.5407986165262435,4
-3.059167260785776,-3.890882119240602,2
-2.9914974901689746,9.695231892892815,1
-2.316785084913897,-4.082621512263065,2
5.745523471246472,-5.1637480142782195,3
4.089472230880258,4.086034063447891,5
-0.04321991838927697,-3.279664091271024,0
-1.84838404848457,-4.760528701306604,2
-2.2474622144371184,-4.4552246200137935,2
-2.9170227378966076,7.552685733363145,1
-2.3600795077363377,-5.3888940961853455,2
-1.4782019854655637,-3.6252487643409106,2
4.836982525829376,8.700561194020935,5
7.260046454209118,-3.206433829430878,3
-2.8382496942645106,-4.961931625594126,2
-1.653182963747443,-4.34202474195088,0
0.06680853397695463,-4.785106153218792,0
-1.0813851235961618,3.339967475670763,4
-3.3194119435870184,3.1542059005330505,4
3.9148075478745876,7.42487159861844,5
6.970412680403865,-4.145646764421152,3
0.4973926263281596,3.146659926383999,4
-1.866473300434121,2.9079701855674136,4
-3.397395074717905,3.675685281248955,4
-1.3596842268737848,3.16192542415896,4
7.224109793504067,-2.5578861741504655,3
-1.704625256667967,4.225711350001754,4
-1.5155889947328127,5.172125530132804,4
-0.42308144790008106,-3.1545025567633544,0
2.442290318818239,7.314327259030954,5
7.05812706737221,-3.6088389548276174,3
-2.6464347996277873,-4.2443608109656354,0
4.027286083790518,6.683904493914152,5
-2.9104874595307537,3.2244062060637457,4
7.42053063083616,-3.4033919422934704,3
-1.062542429268324,2.2820758185322108,4
-1.0407142535506373,-5.788721675620488,0
8.206569300821448,-3.3009118961494988,3
-2.1305150358638922,-6.100705932948352,0
4.265544688677757,7.111802926156233,5
-4.481818773488203,-3.5288581115603437,2
2.146557540988815,5.366294196846469,5
2.4943518609765674,3.571367087249906,5
8.016542687786087,-4.474042368224032,3
4.7381726538468385,5.47419653656473,5
6.275852313387804,-3.0235463714034085,3
-1.2319855098961825,1.9915916462765824,4
-3.310075609315734,9.11344345875983,1
4.180293470866248,-4.3804850647319284,3
-2.1535879212987012,10.42644840544787,1
5.8638506722759765,-1.8409707201049959,3
4.1907681530632175,4.402875496340025,5
-2.035448402716691,2.3198294643944792,4
4.308948376167199,4.423395098473763,5
2.923619489681095,5.522383431021567,5
-4.558684513174363,8.410632810362126,1
4.779422868709472,5.520450010211919,5
5.372294428367973,6.006896044633671,5
-1.4069480708768274,-6.113668692305713,2
-0.772462288348521,-4.616724178903254,0
7.751809887313635,-2.656592352560285,3
3.921780159007643,4.453865875637976,5
-1.722565004094626,-5.145729498047257,2
-1.4827467551890958,-4.679803914785931,2
-1.0896321601777572,3.135507339261763,4
-2.2840523564682487,3.1663881260150895,4
-3.386359636384768,-5.2481439566915835,2
0.9405306176714916,5.170931662291035,5
-3.04150998650623,-4.958494109588942,2
7.2311050055918376,-4.818101175961234,3
-0.006398367259897508,-5.259837751007063,0
-3.3280368463257273,10.341791599675847,1
-4.814445604663851,9.008358276081085,1
-3.5130607628429926,-6.7975665767304285,2
-3.968474293893393,3.3759145292176047,4
7.90090242205463,-1.049872194996475,3
-2.353018526158806,3.3292925199519794,4
-1.9732176188282744,3.951762385606854,4
-3.6631386288243655,9.180666858142548,1
-1.719675793413007,-4.76000653859271,0
-0.8684473990266508,1.7457115079760332,4
-1.0505053750078586,-4.356806214811802,0
-4.1677780505237765,8.281562188956253,1
-1.7230258139761612,-5.043681823340093,0
-4.624514965004815,8.926552679160315,1
-3.7546460227472034,-4.262350229149667,2
-3.6265013145782747,4.9135471654675875,4
1.4825411153378343,5.001892237564416,5
4.682764440332034,5.6145554360196535,5
6.1402521319100725,-4.162156990480671,3
-1.5796056231280695,2.4220173444033533,4
3.5034844116935866,4.470796977021933,5
-2.7098798752905378,3.6018418532436978,4
4.222939490607471,5.028549365749888,5
7.524399910316263,-3.9050820446103156,3
-1.418264522424188,-5.406469958026841,0
-2.5313131049516553,2.3339381548353795,4
-1.837188456603996,3.619780852900112,4
-1.8945301916190331,-5.4640626689862195,0
-1.4188593111530423,2.2821182270861433,4
-2.358992041869955,9.241216917188801,1
7.703935935843892,-3.1830831275281435,3
-2.9871400373612436,8.797821253487749,1
-2.262114832781849,3.4854905006589174,4
-0.4914169810185025,3.641473550948471,4
-3.0814405831469607,10.083413359547231,1
-2.21617829255455,-3.731455296739216,0
-2.699254768386188,4.488553067336098,4
-2.171643879200509,3.0815917231006167,4
-5.010042861560976,8.213865019671864,1
9.699966283137488,-3.9130188248128643,3
-2.8175002014070576,-4.507133840603918,2
-2.8962946468488866,-4.8690681862930525,2
-4.076772738350065,9.874658628713378,1
