Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Feature_10,Feature_11,Feature_12,Feature_13,Feature_14,Feature_15,Feature_16,Feature_17,Feature_18,Feature_19,Feature_20,Feature_21,Feature_22,Cluster_Label
5.16994619051575,1.6843436840513264,10.308216207133835,-11.315033569187738,10.014405297303792,3.3461348773510284,5.071075247579215,8.749870501242786,9.495305217206793,0.617860098634401,-1.5907475538932259,0.7616198364930677,10.483512322004794,-6.974449052971857,-9.346193725096265,-1.1499559701603377,-5.085661978098947,-2.8856604340439826,-7.199055479142504,-4.565051598918593,4.401396292696175,-10.073995251580255,4
-2.1329657412925442,-10.072383539066614,2.447956033882163,-1.4944082155592737,0.4184895742083412,6.766960087868897,-9.69213377673065,8.145800720806367,8.67132384265069,-2.5118651082726053,8.977443388947808,-3.576148272936413,-9.151314787130412,-5.304594460401364,-5.183286741352321,8.629683055883856,3.2796574274929435,1.2225532351722654,-9.29284061186715,-10.175619229547886,2.1204118746448577,2.2617855247625704,5
3.740124480772363,1.3008207770343294,7.51421622561833,-10.083492705276216,10.500595470047655,5.00960696510623,5.0081087399530775,9.20181650908756,8.548396248747059,2.401391680562704,-1.818853263619808,2.4265193223467483,9.71052805835132,-7.605181954820492,-7.450586698495316,-0.5079131870139962,-5.771102306317194,-0.9210245450889545,-7.013622322260387,-6.904318359038931,6.25362297670792,-10.025132558725149,4
-3.3136426824855283,-7.264800739346681,3.520880419757865,-0.30486604658689287,1.9986479634235619,5.772143735145216,-9.009490569832122,7.450852491495682,7.328805742309623,-3.9831171535558876,9.616295397958535,-4.5009427897369765,-8.112251137347265,-5.115806355946501,-3.7752722460003314,9.348977309163205,2.475235929214092,2.642523526580591,-7.394725513479612,-9.258503254577308,0.19330717313867662,2.9230144147737738,5
7.8188600688493235,9.297974423643877,-3.813067737730859,8.36027736585833,-0.26447543796790085,3.0904941269613966,6.623450960708931,-0.31156604641378155,-8.586599651948,0.7864038207102557,4.004605238038585,-4.787881345669396,-0.6400299581777732,-7.961591987226789,-1.1989761760493174,3.5574802576346034,-1.999004945509781,-3.8423944981386136,-8.119765375079197,0.225858133099762,10.813733328805698,-10.346047768921757,1
-1.094650142457313,-10.862955305428066,3.629278637501282,7.384280295845171,-3.144820979598633,6.344870452618194,-2.287541350389249,5.420251423783926,4.221974577465798,-0.9395675876679175,8.65160722146345,4.553132328428567,-0.6062051970885372,0.3512171620925415,-0.6943676175475815,0.9531347685017653,3.372945163023173,-7.848260224521299,7.5958136085304115,-1.9044431346594997,-2.7599263425886376,-7.1662496961926685,3
4.272649933111853,1.3491911291546272,9.005349216830515,-9.823415421415547,10.468362122974986,4.362945522868135,6.214786507155771,9.228634817224586,10.31712395400099,4.059600757289974,-2.0819256903592835,2.213182397819349,9.055368878786942,-7.659659684650903,-8.22696745263607,-0.42165021521880397,-5.634876202338129,-0.19467576689007732,-4.032304920930962,-7.005868895856494,3.5885360674349873,-9.345631694560085,4
-6.290825060133988,0.1410806676157308,10.915383477236459,2.3971148608587436,-7.100889220587665,7.0246420911982135,9.800037416546083,-5.48170969774726,-11.513626030403788,-4.029166715591797,-9.062079889363776,-0.777355115367058,-8.094515852816986,-0.4987493035842549,1.3698368058296209,-5.291705699716611,4.5222092968121546,-8.403540255312148,-6.802078105973448,5.297303743244818,0.06719467435700144,-0.9845434229984797,2
-2.173274041801052,-7.072749179846705,3.2353723434636232,-1.5406257506885943,-1.3621273679615629,5.625923196819409,-7.818756791282129,7.748758860698414,8.097110287328082,-4.715818222739669,10.016527772370434,-3.81155361640712,-9.204248213429643,-4.243035321129761,-1.2851759033507955,9.805995676824654,2.4337875590199496,2.7600983329230075,-8.374690171165163,-11.079760580458803,0.9406596155524221,3.6463326423854925,5
-0.29168795316299656,-8.593980971057446,2.8753319777294983,-2.5685591142629867,-0.290095683313323,6.5853494722769605,-8.221079066273678,6.24725873184311,7.402784869347662,-4.48922988513073,10.957796506235644,-4.592296028154771,-9.693077763614548,-3.7067563881427947,-3.4029822634886426,9.591323388972953,0.5255672665388325,3.3702182695406284,-8.315172217781488,-10.725871038832393,3.9750642870472053,3.5941723775986145,5
