Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Feature_10,Feature_11,Feature_12,Feature_13,Feature_14,Feature_15,Feature_16,Feature_17,Feature_18,Feature_19,Feature_20,Feature_21,Feature_22,Cluster_Label
-0.22872649077795962,4.940825643613506,-3.067231302404022,-3.1021500320587876,7.026738173681375,8.374813882430882,-2.123717874530332,8.771808113725678,-3.1739356444958973,-7.322845804580213,7.307705330754964,2.0972002264446465,6.333029107526972,0.7078855043004977,1.7502073633196908,8.754589740500917,-2.1769467974730192,3.2382881881860284,6.508680832661963,-9.596009979977001,6.867446262229147,2.9514296059089737,3
0.3538684878271474,7.347602524062998,-2.4359889569455353,-2.1031178763468916,10.004133607110838,6.797515526966855,-4.191906967573658,8.285666381075508,-3.9727420189483613,-7.895797060031572,7.510995782345116,1.9290495742630047,9.728177438028021,0.23316461904434327,3.1136601493559604,10.195643308546646,-3.699504561932466,4.40592382621273,4.6697290366483415,-8.634254368059853,6.84820035412003,4.279783189637615,3
2.8127327528819857,-1.2674729592749154,4.745475503646055,3.093978490610186,2.800764581495425,4.441051909597336,2.70349859156845,-1.7160195176266986,3.025460281593191,8.531165431076417,8.829343082713462,-10.977674715413492,-6.702981988149656,-0.43366023442770185,-2.806210265644774,-8.377430918589555,-3.972496091951969,-6.95752344101624,3.3423185451574415,-6.298680367411938,10.417645664895696,8.393480672313734,2
2.628890539400821,4.6235189902095915,-1.2909789786814065,-2.7428979852689013,10.579140657185711,6.992387871299961,-1.0572844190180009,8.9188914624687,-4.931725695416174,-7.335578319469392,7.9138768160759865,3.793838469277615,6.969857556954937,1.6052974547778307,3.905621729775516,9.577105669095781,-1.2633240666035954,4.235057377167333,7.239377401130772,-6.430296609434382,8.230093840779709,4.541863837839748,3
3.4219855034439397,-0.9379865619899466,2.597487990647015,3.0577254578609514,0.49878130564329637,1.0962143209716733,2.0086733700521364,-1.1566637953455041,3.71204054378672,7.53387773101042,9.78292858366035,-9.569793103155424,-8.467889480880844,-0.6034738900617446,-0.9622660060793591,-7.1838131645805,-5.9381804298596546,-5.381107184912492,2.6401153289136245,-8.535998700957393,7.66179349092739,9.312430606727592,2
5.497497878994236,-0.6482220436865211,5.74065240268054,2.6029334493248233,1.0599859238939555,3.1138827487771286,0.7674262934261125,-1.2457823690728378,1.4364626860262302,5.986123026388419,8.865158133558463,-8.658070954053526,-10.329834379950137,-1.806567660640113,0.1419607099820348,-6.665263368832667,-4.432041170601037,-4.339560216993785,0.5751623064208657,-7.624792162330182,8.521325555341857,8.70434961682382,2
1.2350531643227702,-7.904227527154371,-6.399918874693073,-6.6675794998745666,-0.2894668027817705,-3.3695227045718656,-3.0334353976325614,-5.948665907536194,10.420184158650049,1.3262156241694454,4.120697742675889,-5.319083327660722,0.5021512925863295,-2.1787458055383824,-0.639171269000025,-3.481705213147305,-4.3856302446947035,0.1546539496345634,-6.385559446730537,-8.808338654203231,4.158812758722272,8.305743359476125,0
0.9329770555344528,4.572590826419084,-0.7971461093030786,-3.5737934065902017,8.433787723505988,6.6449948758387904,-1.9201571155581831,9.535848018835322,-5.102763658658618,-6.691470432025868,7.241472579634113,0.6730435639577235,9.354414684484563,2.328514691527574,2.6655125257482464,8.910846564155687,-3.986385167428004,4.268480441262867,7.7970350582159496,-7.489343129997349,6.698719333854493,4.274485595031058,3
-0.02044993292475082,3.427903662903452,-0.47710573859954664,-5.2703055561172,9.4177619321285,8.130390283815702,-2.9393659333444226,8.742656282558546,-4.383451779529189,-6.976285596968746,6.898169358530312,1.4043877712917763,8.543789327149184,-1.1116570503444756,3.120080738732918,9.338712789987419,-5.260134223246879,3.511371775529751,8.608499610493725,-8.154146418701679,8.03984716936651,4.264736307043192,3
3.14088294725451,7.982305032734651,2.9679890271623544,1.5776670335676068,7.495240127311302,3.107369806393161,2.320433862407733,0.9095973107704243,6.97711515831735,-6.29048893258074,6.51420487868357,5.644650559311961,-1.7119354701796072,1.4629935592806729,1.772067058202623,8.68395474562234,-0.3396878503108423,9.025051044916994,-6.949345472204344,-9.402397306848703,4.2919089166371265,3.409795168287519,4
