Feature_1,Feature_2,Cluster_Label
-0.17384112637122093,-8.962719833714981,4
-7.632716660767471,-7.023123388870016,0
-3.5461541705682986,2.2599023160737817,2
1.4890463797046047,-7.917620535620716,4
-5.9045619872351836,-7.633364783172411,0
-2.667435050990917,4.241752905530777,1
0.7999523404232514,-8.244611499654942,4
-8.504357175089812,-6.85632942593352,0
-6.942411069988794,-6.769453317347093,0
-4.00921004891013,1.5267350191641116,2
-2.1723946713064417,5.759817914578237,1
-2.8334024831846003,3.535242839680712,2
0.6587022351356381,-8.638632524772534,4
-7.286251949005001,-5.930902149188607,0
0.7119991978793381,-3.095559558121801,3
0.9939098632562795,-6.72799880547885,3
-2.8058885837354834,4.63148455143839,1
0.8471114764804566,-6.558905197219225,3
1.90065644342145,-5.081372929237555,3
0.3522583071014006,-6.976105481438156,3
0.8533911325217859,-5.621749941310946,4
-1.685296636928297,7.843460674651512,1
-3.491269390580759,2.6721223959912797,2
-2.5033870748015703,4.782380285078688,1
-0.2639975296275008,-4.890560695422019,3
-7.471813631666358,-6.902083721553911,0
-0.8508600573873919,-6.987228359118712,4
-2.6493673179914943,6.623743523234542,1
-5.822094212979406,-6.953324625273601,0
-6.837630234137923,-7.739676008704475,0
-2.7773861027340137,5.353652674039682,1
1.1721388676669786,-7.846107978645804,4
-7.561717212518754,-7.692093659109776,0
-1.4559881695119101,4.687732400756671,1
-1.159340918903412,-8.059022470636156,4
-0.8032928666782677,3.7917090540509233,2
-3.3248407045110606,4.442761457269623,2
-4.289257767001073,1.9806202428690942,2
-3.163571467147376,3.1805373943691615,2
1.4561289299511189,-4.799238804836773,3
-8.021206087181495,-7.060738577468401,0
-3.468146883111091,3.9022919742865616,2
0.9026017663337402,-6.391927994177427,3
-0.6050415920848455,-8.161087627013545,4
-0.22468409972052575,-7.806076049366232,4
-0.8152744951544417,5.143656874041195,1
-1.2370845562068704,7.100037048452759,1
-8.110805551084114,-8.154402855622093,0
-7.602436577219648,-7.35049248890996,0
-9.214690099152158,-6.170364558119239,0
-2.4132387278521783,4.804463886617977,1
-2.0960107430814006,6.07810332226148,1
-3.664996445711888,4.098790968952288,2
0.8214734633082231,-6.523660470910773,3
-7.892074245695098,-6.541135778512244,0
-0.2724480817224051,-4.165744857899156,3
0.5761023687370207,-6.464654680961406,3
-8.582337874209168,-7.656918663052384,0
-1.4155677632359254,4.725004041407362,1
-0.43816097472129395,-7.810980107948105,4
-7.0966705406975485,-6.235027215810919,0
1.9445637169579462,-6.424627175004565,4
-0.6033428909710672,-7.096269490529912,4
1.2501751442029607,-5.053374497376867,3
0.1320545469302784,-7.039791315430381,3
-1.1594263861211842,-7.441138841570706,4
-2.0873885355386816,2.431637876984616,2
0.21889784089167635,-8.405288644411046,4
-0.8366790256096763,3.8105114056412757,2
-1.3320095954673572,-7.756298960862177,4
-4.2158626620658195,3.7917589487006653,2
-7.8522211461727975,-7.023523831997488,0
-3.0582261060078038,5.789577944796243,1
-6.570992731464443,-7.991276491486708,0
1.197305956883152,-6.341630256828093,3
1.117603262997223,-8.789373015097965,4
-6.775362426882872,-5.32270456241037,0
-0.1773660730038858,-6.8531870623460325,4
-2.441308994552455,3.9677759253564853,1
1.1345240150069034,-5.345261995569125,3
3.517546205591477,-3.182366433663127,3
-4.364435688211051,5.232094563097234,2
-4.591058217559221,3.5583376043291257,2
0.2505932554593014,-7.947055354147211,4
-2.925381112247995,5.307541924588458,1
-3.762949841812861,6.345860315090926,1
1.0062665041679024,-7.747858342828641,4
-8.275636138859959,-6.406504910195395,0
-4.475795686252835,2.817413301168973,2
-3.329119975552619,3.286156616124357,2
1.053347108410825,-8.654521839254269,4
-1.760458735591739,4.929529693525687,1
-2.4493397477821373,1.6743842103567756,2
-1.0315010262722804,7.832171417866772,1
-6.67967116869394,-7.3647018666773905,0
-1.307378059988393,-5.047391942110711,4
-4.10331067371663,4.570868250817783,1
-3.6068485131366077,2.4801547211586974,2
-3.7790015010681355,3.0234965579607085,2
-3.2881405565226864,3.304813947643522,2
-6.70424718404186,-6.167875484454275,0
-8.421940829070795,-5.505460553441532,0
0.9026751314398027,-4.644515019457764,3
-0.38018855625449044,-6.010768207818255,3
0.5406662524984813,-6.2507654743868315,3
-6.949192574386374,-7.222223652760668,0
-1.9062060834237473,5.2541551439807925,1
-1.7509787717618874,-7.019272370257589,4
-3.4968541239437694,5.853643259477553,1
1.4520117558733012,-7.15932145309934,4
0.012753725410752814,-7.907867609113367,3
-7.057316925520009,-5.409075645400149,0
-7.823413310856999,-7.079295022166714,0
-7.638424912390249,-7.753877254148954,0
-0.08713049934454767,-5.633690301833939,4
-7.200715001051181,-6.065052145791268,0
-3.0254900663598034,3.296600458105872,2
-2.2861755370551453,6.247962698735067,1
-1.9122620467320912,-6.661515051503489,4
-2.0661708920804065,4.302887715267572,1
-0.3219395933455407,4.788424802178043,1
3.3402865765671867,-3.3156535051641365,3
-2.6323829895404964,3.2767387019539567,2
-6.967193130776388,-7.331728231676378,0
-3.2861814951902213,3.987958943534573,2
-3.9461894366542114,4.276574357988117,2
-1.4327447505300483,4.8929102639939055,1
-7.377788488564977,-6.694646491073202,0
-1.3784945383010256,7.162030082000747,1
-7.077441999478845,-6.740046529967307,0
0.1486812511061869,-3.1108967033897867,3
-1.647663350250364,4.290051149390308,1
-0.3785888315497379,-4.3444809800263915,3
-5.142756391344115,-7.930407622085864,0
-2.4989643309681293,3.7914618642737583,2
-3.3255343373134587,3.7083759494361335,2
-1.5898357950337645,6.130975609261432,1
-3.468378098077314,4.840108497373176,1
-2.9868312096961773,4.368065026311662,1
-8.13210514576063,-6.783384460481651,0
-6.371299196427262,-4.64910102381417,0
-2.25839010514159,5.694979386125146,1
-7.950154530823341,-7.483356687240259,0
0.6739487551465319,-5.1732073308455995,4
-3.773743672401555,6.748016503928137,1
1.4197873263133882,-6.321440943790442,3
-1.1922164215091913,-6.49946323357521,4
-7.125292611051959,-7.526664366322077,0
0.005216831449335935,-6.828193756469176,3
-8.212777824181757,-4.865963115684725,0
-7.17114627026589,-5.670174576326788,0
-5.982565721920104,-6.4217381321465234,0
1.0648404767099955,-4.8631360250909985,3
-5.378302764117846,4.256745386746672,2
0.8001288128647439,-5.568734540153124,3
-6.747831313597482,-7.508029741566931,0
0.4337021963519738,-4.903775400277086,3
-2.219001090185579,4.297036805355346,1
-1.2797590120109852,7.683546035896693,1
-2.652009339216741,0.8473596884904744,2
-2.691601364215819,2.6056305618899245,2
-7.8063832860051985,-7.416055391596064,0
-3.3125280464649123,5.554920647009917,1
-4.251572607423175,3.348870472035948,2
1.568302484492063,-5.883541346702425,3
-2.6683534237796005,5.649027330186518,1
-1.7467951890169162,6.295963844086785,1
-8.067006372243274,-6.628411764505375,0
-7.504496362282875,-6.535066676697753,0
-3.5158093925069496,3.214117563491298,2
-2.9680665930677876,2.053361843129582,2
-1.9253011254780628,5.695147190687115,1
-4.287866146193696,4.783834003112715,2
2.2593383057791527,-6.877982946410853,3
-6.688821330878514,-7.636991805993795,0
-6.34460782281244,-7.050683096440232,0
-3.1321296816648037,3.085609167297972,2
-7.081521016351917,-6.368080341963769,0
1.0288221760024456,-6.672204021475938,4
-2.5962006638928967,-8.212944260523313,4
-1.9386035377334982,5.607355272789575,1
-7.87196797509204,-7.719582745385972,0
-0.5088049177545815,-5.47921646922836,3
-3.7755896737535686,3.9152545814437065,2
0.3708125578828595,-4.151576323262163,3
-3.103965402450492,7.89088906482975,1
-7.221808825996405,-7.65743013433429,0
0.2270115569249822,-5.809646837176895,4
-2.362364551224825,4.811091910707286,1
-7.358377079395693,-5.442304646445546,0
-8.321484748822837,-5.595727297092488,0
1.090227104896768,-7.817783257867457,4
-5.85232739041915,-7.8098809441367445,0
-3.2979115422630247,2.433254295568875,2
-4.399844391811785,4.739389387646118,2
-2.6288624678112678,3.9904702533494114,2
-4.3300054120296405,3.35797882302054,2
1.060797350236566,-4.567226681789213,3
0.14379001263910773,-8.196127927641951,4
-2.9040620158287296,6.162405569488771,1
-0.3059734980284191,-7.924633969642462,4
-2.665261737545538,2.8539444682616817,2
