Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Feature_10,Feature_11,Feature_12,Cluster_Label
5.4120593641733015,6.779274878296318,-5.779613022554451,9.364086467838316,6.884284215465978,-2.48767081989332,-6.028360215628889,2.215912834622115,-7.166328062897638,4.969208656675443,-4.595731581747554,-4.254705837161936,4
-7.785400025758755,-11.013093935605418,-4.940983209770561,4.395338174887371,-6.350449592300081,10.391435776844228,-4.112963265988214,-9.227214546879203,-6.020809071545787,4.119599432773167,-2.3252942002112675,6.7811672833857655,0
5.134802537938345,5.267760139009817,-5.152216335231933,6.398210931987556,7.471948978701667,0.4505883186254611,-3.456968775882804,2.0806449637672118,-4.687859777764927,5.260727426954634,-5.589902477272922,-2.5032741918200645,4
3.6353302283959437,4.356318616966341,-4.779694871461133,7.765312736287757,5.976078071128256,0.4251123799470471,-3.415221415833607,2.855970776918276,-6.8890938877783165,3.4846901550157403,-4.061126642854664,-3.3038648183667383,4
2.9105048226512347,2.806369292666412,-0.764454696064616,3.0174489795374844,-8.554340413798844,0.4258274643486222,-4.557640901874081,2.5451099528281556,-0.9113138632058226,5.131564622963051,-1.61642880540671,6.226352695151514,2
4.938516538727701,-7.350173534917134,-6.08925473447882,-2.042343915153946,3.8395935574815727,-8.50303497837095,2.8264753430620835,-9.482828635711329,-5.230187024081708,3.42028228083657,8.62695556085127,-0.14856194019282193,1
2.23509418421915,2.5755126727900617,-0.39863251950441014,2.5342621912174916,-9.008660916029568,-1.3138744730382248,-3.6942041833273,4.033478655940611,-2.7858868315438885,4.943404390421066,0.9812204942573439,10.094471912861838,2
-7.8806492957109295,-9.362909654377418,-4.755460061603909,3.2985557073375733,-5.5828649721414365,8.541634731523871,-2.2652228883004994,-9.958271910597741,-6.5688735952057185,5.341974144961108,-3.8336692100669088,7.23451309824225,0
1.4485646806583723,2.5288472869132304,0.4889596556499727,3.3927085021154224,-8.136905603697263,-1.736940192772389,-4.917584749437755,3.4763228128860337,-0.4171852963326048,3.7550032266232285,-1.1493587300989678,9.883385407187191,2
3.7137947455593614,4.795600008632279,-4.918346498692743,7.8923731528993075,8.807954364955322,-0.4465592961073449,-4.73027800799743,1.916858584835681,-7.778903572288046,5.4558007264005735,-2.934675406267602,-2.070643429361685,4
4.731432313916708,4.2541376048565525,-1.7317730966377467,3.033935182935428,-8.230072143557804,-1.7002264632957604,-5.796425738640443,1.968863661804016,-2.231154133945201,3.3182359706460125,-2.940641418514967,6.797639567478249,2
5.6429084409966475,5.515220175579111,-5.338357104209931,7.00214280075747,6.799022499532449,-0.7705049944077373,-3.2500333406537267,2.430466038681323,-4.788409264457757,3.833395545136622,-3.657200791617067,-3.8187442225332626,4
-8.066861288455156,-10.124243788374999,-5.586098929252824,1.3522868949239442,-5.608585291530457,8.914038249852297,-1.7703383225311993,-10.270583875482675,-8.027483611798916,4.833535271070739,-2.584980629111546,9.16719722709082,0
6.643064441225132,-6.966070851710975,-8.992026197984035,-4.160198575981113,2.7143749297041615,-9.94029520412798,4.369080402961943,-12.882285555219003,-4.202749393312885,4.507776874671095,8.780155735749666,1.4387050216372692,1
2.599474772259323,3.521368118199366,-1.1393739636684674,4.492807692366883,-9.913263022714538,-1.6214430303862968,-6.881797021446236,3.395846354706323,0.9730106627710065,4.470306465060526,-0.8031081403372761,8.851128314194423,2
3.6954212594228153,3.1083128327394207,-0.1155258782909776,4.195980978603063,-9.081226330434834,-3.8238231604938617,-6.112275953934645,4.105805439949468,0.09764012318767101,4.81793363451936,-2.90461774070382,7.50605383716353,2
5.182348318872559,-6.921010342534518,-7.356989238576884,-1.6986271244278028,4.390290408614868,-10.67439302224279,0.4644734163900801,-9.296379663755486,-6.967581924791603,3.943826031903851,7.460823563610479,-0.3260406162143835,1
-4.200544209716657,3.8400978670054036,5.817454844910057,4.271964105905591,-3.66171783367901,-0.32416709639958696,4.149343796697731,-5.9627998249629535,-6.263474564442956,-4.314667877387757,1.3221475430257947,-8.39713989816236,3
-3.3333794494442515,1.8336378979611523,6.411467025814587,4.952456748282077,-3.7984505509725777,-2.0098200295604274,5.237202305857329,-5.55162532426394,-2.5092234615808042,-4.311528389670549,0.9628509715476218,-10.35638761681419,3
5.11655277714307,-6.230055039827066,-8.048848398603317,-0.7442142351918593,5.574838630502159,-9.026560312400203,4.202679215508784,-10.165515262214504,-5.851997523218537,4.080761619196654,8.131005014467345,-2.061995803718519,1
-3.8463804468236287,2.9221635020970202,7.147822341922183,5.8830545220945645,-4.5979431047770145,-1.1770776912259873,3.716872936358173,-5.056455497011667,-4.958198169681839,-4.551119817290467,-0.7102218018563662,-9.821712866497323,3
-7.09948019261298,-9.386795686942506,-6.954849833354128,3.0217820263240047,-6.5680678925318094,8.355808963254692,-3.9114912085971736,-7.79119090338486,-5.7472592026616836,6.899876208414546,-1.9334000084005676,6.8484798382338345,0
3.883825313915205,-7.11011948950228,-7.1194994175003385,-3.1640167428322226,2.005460213964084,-8.944419426563785,3.138005096444844,-12.076786452120151,-5.282393847251956,4.0349961154826435,8.250255592326171,0.7443613861486604,1
-3.8880690105550944,3.9455896876958683,5.403134656400963,4.077622237530572,-4.242913363382439,-2.5435164224855713,4.355310375801287,-6.000835809384879,-4.18061083244991,-7.559011272063797,0.49516486841315654,-8.280457519793732,3
4.449535438861197,-6.252581104984445,-7.990718342102433,-3.387964032064495,4.616428800275065,-11.155462720044389,2.731005371240478,-8.243780186969106,-6.966676241246621,4.346228180840047,6.576245884802644,-0.9324049838180375,1
2.6911528109696334,2.62849300488047,-2.6079196195920504,3.2694165677321387,-7.361350447702859,-0.2255394160250921,-3.7668123927329784,2.171051786325019,-1.9748090670029605,4.698440559907743,-1.745354161946726,8.509640512053554,2
-7.21083612642331,-8.669870969330454,-3.870964503361119,4.001328144645236,-7.81905197651288,8.947140514611952,-5.847070399783378,-8.016880244014306,-5.317291796370909,7.117043051541401,-1.4898456504170765,6.436278650150369,0
3.702616280283774,2.058969821879197,0.12051643331215511,2.257562917008233,-7.761042158916595,-0.34376231881831054,-5.0581333532053305,3.2724003995810107,0.9125684933993847,5.182187619320617,-1.306218941857494,8.761287291070234,2
-8.93244518539749,-8.443311190688215,-5.130985756247957,4.1312258163279605,-6.657333389016896,9.353511189551972,-4.032638671509541,-10.129396516748654,-6.131817733996758,5.580246124280464,-1.649763431745923,5.267576881661737,0
1.5075878335115247,2.344365066400924,0.8322835176820615,4.272278234280775,-8.834951252413497,-1.5982043709990077,-6.403627589011281,2.512616226903137,0.284817620063607,5.4386298097746595,-0.0031036096079508635,9.974742664260823,2
3.5389809785015522,-6.5625052142842994,-6.413340645593454,-3.360933565997446,2.8613616125942376,-9.730704389047608,2.676664953050816,-10.458607551231363,-5.25185592705064,1.9362418077283503,8.340546125138166,-1.7255052918356157,1
