Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Feature_10,Feature_11,Feature_12,Feature_13,Feature_14,Feature_15,Feature_16,Feature_17,Feature_18,Feature_19,Feature_20,Feature_21,Feature_22,Feature_23,Feature_24,Feature_25,Feature_26,Feature_27,Feature_28,Feature_29,Feature_30,Feature_31,Feature_32,Feature_33,Feature_34,Feature_35,Feature_36,Feature_37,Cluster_Label
-6.967215767382037,2.1060859486114065,-2.2156127685302334,-4.768861322445155,2.030259215272249,-1.2605984083757904,7.0565946837455105,9.12080612318049,9.969920122271349,5.381932091547609,-9.205795092943566,1.5926605139314716,-1.5942892239367277,-6.143303206284804,8.358363629088583,-4.667720052749342,-7.699663507490677,-5.0090368454613605,-1.5943495452787049,-6.814065595163479,4.738421773662386,-2.4353277430741924,1.3576106670811716,4.037915351282299,-10.420524079174871,6.848738136658458,2.909941851984706,6.4777247238446956,-0.8644743016851084,2.859546074335151,-0.17184051733389238,9.077562630869531,-8.430013014864432,-3.1880988433239805,6.532688000847205,-4.863743917811693,0.5090255900704757,0
9.191939306267242,1.3940955228007066,-3.079351728021589,-5.971260092323311,8.284758291784202,-4.193679054454674,5.821399425519518,9.708422547923192,10.519792142973467,9.553331990903464,-6.127669472803764,-1.7993578145303224,-6.818549832214956,9.120053733779427,-10.47907925622432,0.9410859412307746,0.88850648116711,-2.668632903983206,10.081467041021645,-3.860498514569654,8.593513312236952,2.7550669037843036,-6.339498381450079,-1.8587687227562775,-7.23882485246771,6.391814704377052,5.427018392601084,0.73263878602115,-8.56025807605453,6.753769043429373,1.1733672462435116,8.57791161871473,-1.769085190315249,-0.5220475667394862,10.214355617196873,-4.82647278105681,-5.563811427930032,1
-7.4591561481947455,4.247230349088286,-1.2266911029322858,-5.787143664831627,3.579748436461072,-1.1325744933138098,8.578387475267181,7.911718077300893,8.114044180586511,7.605474040016992,-8.413022830154318,2.424754644671195,-3.4271211969173763,-4.277182063135063,7.472006610446496,-6.614215651771544,-5.397012089921392,-5.486097366249039,-0.2857850052030408,-4.691407958472065,2.8098072295903505,-3.2901095091617645,2.523318302517983,5.058561826723667,-8.093271926396904,8.645120035104785,5.388073649073339,5.63151444097167,-3.5431306435965686,2.1776416809465347,-0.45626524726069384,9.900925551867457,-8.214607346646904,-5.241766886897487,5.727854085572987,-6.256989837636178,-0.1505522211472295,0
-0.5518922010126978,-6.185954397311794,-2.536201384264455,-3.2817701348974104,6.132220941288623,4.800631601990887,-8.372412634921318,-8.377205083717282,-9.7284778961014,5.4343709217337475,-10.034932809602765,6.639556238527529,-8.88459654755772,6.275004248052848,-0.9568139429919236,-4.581043038215335,-5.549278053378544,3.2254006269470965,-11.439372111563817,7.723880101432329,1.5130958901085991,1.013368536034231,5.599211391342763,0.3906158652821331,-8.380363807739247,1.9978915898056804,-2.558689955828936,-2.39276172414872,-7.054994210044616,-8.170973040611532,1.0631269197201234,5.365049319961512,7.162779278618071,3.153027008487163,-5.346205046283029,6.234013863025327,-9.414261167575695,2
-2.231940587571763,0.7518609499924841,4.067202542138729,-0.08470835170151503,-10.211650101991262,-0.7922324919100698,-1.4200611833439987,2.4460825153644072,1.4797357902756503,3.1956308062616827,-2.0101405752766537,-7.4511348199020375,-6.381015294154441,-3.6143979559799853,0.3896406625480989,1.8187422316473887,0.14198619563797787,6.4542485551305715,7.149483403400867,10.01063746686471,-4.272455277595335,-9.094092992282304,-1.1813654136361171,-4.551180081968027,6.819242751457037,-3.5858372056099976,-4.193463475365974,5.3712573923527405,8.755192519885966,7.63173763182189,-8.0801763571466,-7.892401183863527,-6.978065954323783,-5.567132226778499,-7.125475329235364,-4.381332079581416,10.675823671497422,4
-6.819957332679111,5.90029142553994,-3.3386283791911078,-5.688713315749154,3.966884819415661,-1.7923542785005355,8.594002010034023,10.541149992534908,9.160781498135835,6.53383934640927,-9.80476878324238,1.2546441000064237,-2.9161936364389174,-7.044341875658088,7.8197088555223715,-7.256328589180158,-8.662355127801247,-6.149113718424763,1.4948944057691034,-6.873738676214535,3.2540028599828945,-4.015907070045173,1.9734036117203635,4.456465668123553,-10.81282359338881,8.208247545197361,4.207228193445929,6.580339654968613,-1.020198114523113,1.2398061241084852,0.7249209581345484,6.614694321441585,-9.405754281757657,-5.078773934015605,5.3981317251751415,-5.9458990476736995,0.13425516879638894,0
-0.6604976617753273,3.6232641976313325,3.6117471336422398,-2.7894835149676735,-9.166523790946703,-2.1672608373327016,-1.6425617339998348,2.8556543961614387,1.9009143438085556,3.939938833643505,-2.9803234860737673,-7.422402794831752,-6.794759187160587,-3.24961790045361,1.8762622878798005,1.5785482217400182,0.44437678813478115,6.154578721585085,4.8204657559280255,7.495821541181147,-2.9073468777032976,-8.438852395524206,-1.470096664256235,-3.6856517722241477,7.676954172843209,-0.9599352855153562,-7.444788862118419,4.199776543026146,7.510422157553773,8.919847882010602,-6.801724900697914,-8.87770586779565,-4.80423946471381,-5.118113048108782,-7.516660908093023,-5.893777837111841,7.519627528280115,4
-0.2664133869500168,-7.135919742041877,-0.4103782593186584,-3.4719032511630568,6.849647539709537,4.275784354060573,-8.352810104354381,-9.28824107314232,-9.243285213443372,5.942082256673442,-10.797579862843081,7.668990410260035,-2.184591981720894,5.583025224524406,-0.6934513887807728,-5.2153514744825324,-4.8331827100308,2.726148405538998,-10.584015948304067,6.467534586969623,-1.8223126735431743,0.4429213427652475,5.7698818345750436,1.677427497191391,-8.90650056382498,1.5071874152414149,-2.9943494100070525,-4.356110457104988,-8.312647757333854,-6.710005351064526,0.5749881734498297,4.047668572279571,2.0950293457279026,3.4171057005490235,-5.963024482871067,5.839655364100012,-8.863715259582982,2
-8.762446840731357,2.880038067446214,-2.499822648153022,-3.9612401266630926,3.2238755680692477,-2.164253154819962,9.941346395332953,10.536102332121672,9.294566243155298,6.98444344193469,-9.70965003993182,0.5209007167558838,-1.6530967915286823,-4.402827189779984,7.850384510422372,-7.0811377957427375,-7.670619602037578,-5.037791304592688,-0.01789682363838707,-6.517765497274297,5.6729070323144715,-4.543661328353008,3.9645322627105295,7.160633677791354,-10.793342976386535,6.250971362472989,5.253930274291999,6.9062855142779265,-2.9735684239474915,1.039932319265212,1.9887918007825014,7.2602528986442305,-9.582145954621081,-5.403070810375862,5.8803699730227095,-5.2210406816020445,-0.05242825689367328,0
-1.5226321756271708,0.7930334875233751,4.135562217506921,0.17430666634997793,-11.326742653974858,-1.4081316243620512,-2.9448371909369233,4.3076896686469315,2.2581287672415478,4.546602875776914,-2.9375034884224274,-8.393696334297394,-5.874921302056437,-2.2285246195688155,2.813646995307799,0.2011761047214804,0.99770405914725,5.8104642950521015,7.275527699826841,9.570938990529186,-1.666946312505689,-9.35592845086321,-1.140982619213875,-2.937320825403928,7.845250657264368,-2.68352685052851,-6.7355366893168345,6.206339445832014,9.323821232048111,6.121616898522827,-5.566997636740996,-9.042058552872504,-7.040521409140939,-6.2083952857624105,-7.9691901966051555,-7.742151493867585,7.696705577260816,4
