TSNE_Dim_1,TSNE_Dim_2,Cluster_Label
36.497093,-47.06046,0
35.006516,-22.310629,0
29.62687,58.499035,0
-5.185326,-33.682125,0
6.3233714,50.7324,0
-52.26245,-40.872314,0
-2.7020705,12.784883,0
-61.775955,-30.045616,0
37.27233,17.676826,0
36.959427,-12.455024,0
-19.87508,-66.055435,0
-12.518894,24.215166,0
37.092648,-4.183984,0
-4.8744426,-39.26999,0
21.515968,4.783027,0
51.886448,28.737574,0
-7.116268,-1.9409568,0
-47.866646,19.302061,0
-6.5368185,-27.033167,0
45.899506,13.672768,0
29.678099,20.013012,0
-52.70675,-28.88921,0
20.693146,-74.86516,0
48.85863,2.8239686,0
30.622473,41.955452,0
13.338766,17.782776,0
5.500295,17.657104,0
10.495341,52.92555,0
10.793359,0.3056349,0
44.09289,-44.648647,0
-31.968573,-12.410111,0
0.89200884,14.259025,0
-3.7073195,48.749767,0
67.712074,-43.774403,0
8.158495,17.114365,0
14.237359,50.975456,0
-5.484271,-72.090324,0
39.5922,25.76181,0
41.624256,0.4759869,0
22.575092,-47.413616,0
54.61846,-17.734983,0
-39.892223,12.233316,0
31.048805,-9.343797,0
-13.757082,71.87651,0
-51.30062,2.528842,0
35.637875,-7.114678,0
20.805609,-53.82871,0
29.248032,4.12085,0
-2.5585124,15.5701475,0
0.5693183,-71.21558,0
-22.268614,19.755014,0
27.660465,-7.0089808,0
-15.851558,-21.392399,0
21.169968,-62.72466,0
-26.241009,-38.94329,0
53.167084,13.612663,0
42.545265,-23.611834,0
14.044655,15.293694,0
-10.401677,-28.058271,0
-42.23274,-30.493525,0
-59.405262,3.7720907,0
-22.082994,-79.51696,0
63.298927,-54.370438,0
29.004654,-49.04968,0
-58.441647,19.513708,0
-21.644424,20.34971,0
-26.961103,-17.526068,0
-62.75429,32.10848,0
-45.883907,-68.24963,0
3.9992042,-34.24775,0
49.698307,-54.97134,0
-7.798832,1.3004147,0
-70.2085,2.2253945,0
-37.082813,-18.558737,0
-1.2498313,-78.23019,0
-47.39411,-22.723858,0
22.510044,-5.8948646,0
-7.895955,-35.935947,0
37.8715,30.653194,0
-16.70904,-2.6844025,0
16.978651,25.113575,0
25.2168,-43.724834,0
-79.41564,21.16759,0
-16.80322,-27.367731,0
-19.167728,-10.26689,0
-12.483423,-19.457027,0
-1.2023891,-7.1734996,0
-19.195549,-41.624897,0
-60.935806,-0.47217047,0
23.742834,-35.49135,0
-44.438625,-39.06923,0
18.806524,14.073546,0
0.041669287,71.15738,0
-49.07689,-45.770874,0
-42.310356,64.506714,0
40.251175,-2.0272903,0
41.62444,-59.934723,0
-31.822746,45.536797,0
32.120453,-69.084175,0
10.831861,23.222372,0
-12.00911,60.61207,0
8.002399,47.903717,0
-44.842472,-40.52176,0
-3.766318,-42.570953,0
7.817979,24.67329,0
45.70783,-19.61314,0
-40.028934,21.758211,0
-15.947166,-29.286388,0
-49.629894,-8.975074,0
15.6318,32.77294,0
-41.10761,-26.748913,0
-41.2834,-15.447627,0
44.3119,-3.0748844,0
-22.13501,-27.46304,0
-74.12576,-39.25436,0
5.95616,-9.471371,0
48.772854,-36.64364,0
-12.321872,3.790892,0
-15.642703,-35.192192,0
47.286385,-13.616749,0
24.683567,26.30045,0
31.061304,55.406246,0
13.043033,19.99531,0
3.3216867,10.330245,0
6.7357306,69.79978,0
13.320902,-62.93834,0
-11.433523,-47.483463,0
-5.1497817,25.001062,0
-63.99191,-10.224371,0
51.622044,-10.734548,0
-11.303978,-20.591831,0
-70.797066,-9.05743,0
25.615294,31.358706,0
-16.351389,50.76114,0
64.23947,6.3580575,0
-46.11715,28.908028,0
-35.21781,34.299095,0
-41.32781,-43.008057,0
-34.81933,51.696613,0
44.36457,-64.14571,0
-3.6855466,-67.720345,0
74.272514,-36.65713,0
-21.866325,38.026825,0
-24.309586,49.5356,0
-5.512094,29.07148,0
22.656244,25.16857,0
-33.716736,-46.707935,0
0.57056946,15.576192,0
35.99698,-17.955952,0
41.847343,-10.526474,0
-33.46199,-34.613693,0
40.09412,27.00089,0
-38.91805,-74.631195,0
-57.104553,-18.10822,0
-22.783749,46.329884,0
42.95545,-59.635532,0
36.5017,40.867683,0
-9.29416,-23.690676,0
-8.440591,31.230032,0
-39.178036,-39.708202,0
41.164093,56.838837,0
-4.4905443,-82.253,0
53.965584,37.385532,0
-61.138844,-15.211585,0
-14.435525,-78.83206,0
-9.646008,-28.959991,0
5.361383,-14.803577,0
62.418564,-7.4558735,0
29.521135,-23.37389,0
-38.75344,-16.05316,0
11.945422,5.4139833,0
-34.864063,7.601097,0
20.845871,5.317273,0
23.615997,37.682896,0
-18.299614,33.056236,0
-67.38773,-15.5041485,0
15.915648,34.133953,0
65.02206,-17.195965,0
-63.579113,22.761448,0
-55.041027,56.171,0
16.732136,18.97701,0
-2.1337802,-18.899805,0
-6.5190716,14.657789,0
-46.511665,-22.733704,0
5.305205,33.57814,0
22.168827,59.889683,0
-41.23845,23.690971,0
19.825438,52.002228,0
6.7442575,-62.6714,0
-47.71759,-46.381943,0
49.75047,-19.837149,0
-65.39089,42.728527,0
-6.744041,6.874458,0
-50.145767,8.739561,0
27.989574,-16.132015,0
-47.448845,-32.957264,0
-29.097288,-42.614388,0
-31.875769,-16.516298,0
26.724596,10.359701,0
16.669493,-49.237648,0
29.684053,-63.61384,0
25.804855,-53.066624,0
-71.22766,2.5905244,0
24.932852,27.779856,0
-34.592316,18.364864,0
32.03472,70.39653,0
-5.30259,-47.128197,0
64.14814,42.31015,0
34.265205,47.258,0
-64.27118,-10.219338,0
-11.643497,2.4053743,0
24.107237,11.869549,0
13.15201,29.568308,0
45.478947,-40.661472,0
7.830022,1.0302775,0
21.134182,-27.58387,0
59.469025,26.701422,0
-26.79178,-58.192734,0
-46.477196,33.19304,0
-63.887066,10.42092,0
-32.47155,-70.12583,0
-12.273212,6.7458463,0
15.297771,35.264217,0
-8.242135,2.1498945,0
-45.650658,-52.355583,0
80.778175,-3.5326905,0
-19.33951,-47.52417,0
34.86282,-13.433473,0
36.817772,26.515337,0
15.391278,-26.466011,0
-31.494276,-24.158531,0
12.215786,23.69976,0
-26.272995,-6.726939,0
1.649017,-76.54982,0
12.491949,-31.422083,0
40.018044,-6.417538,0
-18.223827,-25.102167,0
3.4301765,-40.39476,0
-31.269608,-3.3810272,0
6.5976715,69.580826,0
-22.28951,-20.363777,0
-80.51425,4.732829,0
-24.592777,42.481365,0
50.85476,53.64404,0
-2.6435304,-57.573967,0
-26.559608,-45.460953,0
-10.432401,25.413122,0
-21.542595,-43.357197,0
-3.8497694,-61.325195,0
-59.004772,13.167811,0
38.76275,-21.060322,0
27.119795,-58.395336,0
-51.87421,-41.537304,0
-11.054364,-24.739576,0
-10.204679,-4.2145233,0
36.54591,27.08052,0
-32.27519,-0.3010093,0
-58.281143,37.892212,0
-30.07577,55.45549,0
35.710857,-12.418197,0
15.37086,-3.862484,0
-10.394476,-28.963444,0
-5.701722,55.43519,0
-21.3105,7.0247188,0
-63.255344,21.187273,0
28.31601,-74.94219,0
12.722419,-37.222446,0
56.901276,60.23669,0
66.22213,27.504053,0
-11.252135,36.418602,0
-53.978058,-65.84353,0
58.14503,5.8470964,0
50.061935,-10.138225,0
31.459354,15.777126,0
30.589678,13.407436,0
56.589733,-8.435919,0
52.734257,-31.684864,0
-60.98818,30.03415,0
26.232489,-60.296104,0
13.119683,-44.748672,0
-35.299057,2.0861948,0
-58.8381,-40.35261,0
58.50239,39.37472,0
46.56724,-15.703956,0
42.583824,-11.225915,0
45.501705,-0.24482377,0
52.817596,27.681784,0
49.528034,-60.58873,0
-22.158146,13.456429,0
-3.983105,42.331287,0
-9.428926,-64.48529,0
-29.489845,73.63383,0
-23.73678,-11.337299,0
-24.262388,43.251,0
2.1255114,-45.966564,0
-23.203321,13.838174,0
-48.64141,62.984566,0
14.460049,2.9887366,0
47.900936,14.128551,0
17.965483,33.43802,0
35.66532,-10.509605,0
24.131014,26.207216,0
32.771767,-54.814217,0
-19.387875,33.731647,0
