Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Feature_10,Feature_11,Feature_12,Feature_13,Feature_14,Feature_15,Feature_16,Feature_17,Feature_18,Feature_19,Feature_20,Feature_21,Feature_22,Feature_23,Feature_24,Feature_25,Feature_26,Feature_27,Feature_28,Feature_29,Feature_30,Feature_31,Feature_32,Feature_33,Feature_34,Feature_35,Feature_36,Feature_37,Feature_38,Feature_39,Feature_40,Feature_41,Feature_42,Cluster_Label
-7.099778464715158,4.544032633614659,-7.883927931388559,0.11374199697179399,-9.141778321590055,-9.752009463500917,9.854122258753339,6.391486693762146,5.613561282139889,-9.513708106523751,-4.068122022036361,7.909911205723748,3.7620560891489654,5.643781264734074,-1.415625363675375,-2.975757998816296,-1.179335705262951,5.579575113189163,-1.1971026611994682,-3.2377797860744875,8.474213345889776,10.809288732155789,-4.759557232233449,-4.153673305704133,-0.6747003831162685,-3.391760935908742,4.169275142361901,-8.26982516795836,-2.097684352836401,3.925753789378403,-3.5535430580167353,6.462536245844813,5.937479509520813,9.56748726256036,3.1710992847121893,1.4757603714418128,-4.072733941689988,8.482125945558286,0.7246932098584011,5.8607126904797555,-5.9510611720333,-0.45158655418279814,3
-1.3277087653874602,-3.6924418090637636,7.827111660902945,0.4673244695326324,5.09105467943952,1.9117200707144755,-7.796848862386233,-6.51152194345169,3.7672090852279436,5.47969323044969,-4.921491174896139,6.390714508313201,10.983425236061105,-8.534065377140852,10.96050236229753,1.8388924633636496,-7.473680682335537,-5.021782946876132,1.5721468290659217,7.933086452573695,1.6872823304648108,8.771870110985294,10.61372745126476,3.379330298265185,-0.36515627094845804,-5.5732097792902895,8.606183332302024,-2.960964891826219,8.221180179709737,-1.6434239085492648,8.537268883782277,6.69616532691076,-5.500270274403288,-7.811721298226611,1.3026188406633454,-6.835570504125416,-10.796379686837405,5.546888172088095,-4.283935977477812,4.663221820352175,-3.4440741250060802,-1.4031401051511732,0
-8.30795154517438,5.017059920579059,-9.998202056974016,1.5549001152681443,-7.467916622346784,-9.864299909741996,9.529514699158465,5.982470729164745,3.610679768172788,-8.596238772948352,-3.8527113459796603,9.017237501693762,3.5719537014120166,6.562232905226657,-1.8765309873030744,-3.776360111221564,-2.1885796161834095,3.288655671579575,2.9314709333782387,-4.247554351016495,9.65435457593361,8.881752761960856,-5.156910954534885,-2.586885319457825,-0.21699687234886006,-2.405631290845858,7.330645165869163,-7.973736084783938,-4.082737166833071,6.200338582284754,-4.364339677280959,6.039232191653814,6.190271942988538,11.257054949121198,4.163679791180569,0.28091285331909643,-4.386515027722004,7.824698784309539,-0.9786158326209125,7.110835458828967,-5.338551055587153,1.0731845229385688,3
9.489257029275798,-7.9146022217659695,-4.9003314781671925,1.513905273694876,-6.833161518624741,6.441750550555681,-2.385673548134564,8.621647668056315,1.492808282994357,-8.674595554827944,-3.76307659901311,-5.892558968978386,7.7274374646352255,2.002413560058417,-0.40858637002999687,-3.1302282127967636,-0.46176681185692137,-7.903672183102728,-4.609184830612744,7.163914383040832,-10.221624344415085,-0.2955982287406864,2.644408681022471,-2.128952307448738,5.495893969229474,6.594984713873778,-4.518013219647148,-1.8133651908281838,9.071151432624816,-6.215486020103412,2.3477540524260174,-4.881101354527599,-3.2482950801226957,7.9098710017070095,1.0811518462707925,8.062995243558884,8.668607295531013,8.111131149880666,-2.3822407331015225,-2.6522747143579224,4.824604099037915,-0.9078086331632175,1
8.78603692693336,-0.26604964348758225,3.727550838186851,4.527403699444429,2.0390507071709036,-3.90470973617186,-6.698356174286316,-3.2982270062646357,-9.630104893929966,5.803068022246743,-3.818465615578547,-9.578077130577554,-6.28275583424281,3.136540528063292,-1.5826028767813212,0.44666008630909226,-5.193674673544546,-1.9683004543464302,7.394037797081258,-1.1287448555351491,-0.2240690932826208,-5.530350886356994,2.3853462795913827,4.055549421508018,0.5856325000525137,-2.8505694890252697,3.427116579939364,-7.650759528570442,-0.5922872707546689,4.471041602533145,-3.808366891367773,-10.255027665112328,-1.785722421081913,3.314352803083229,4.2517525077704335,-2.152029873303925,2.503467392688418,4.061529145637909,2.329769439991762,-9.34541139320737,4.976125661872448,-3.396406725518128,2
-0.6934376576716922,-3.1176240034195954,6.803537760596644,-2.693934312152628,5.506035417816433,-0.8501977603320476,-7.750119212021478,-6.502897830341454,5.9615537203083155,4.382360671159812,-4.648825775267622,6.002855775896371,8.747905374336082,-10.400455652746116,6.739732610163987,0.9582444141461215,-8.912494987448751,-4.459636200330413,0.25206356417596143,8.68610572011388,0.5717632008910831,9.78483946612829,9.627960066670168,6.1982772086674585,-0.7135412333257123,-7.995676722349541,9.025732218126516,-3.4696906519817263,8.69218229493652,0.19341086501859106,6.053064716028504,6.902058214334103,-3.193476188535258,-9.830598424202059,3.28542918649239,-6.871369772136945,-9.177274466946919,4.923160299695217,-5.02944774626817,3.804316134568549,-2.6274076192700218,-2.01148689541829,0
-8.461058678087408,7.524448089515201,-8.385435805963116,0.8029048228136324,-5.862289717175969,-8.295258023947477,9.818906626882882,7.6629274302745864,4.321803473115788,-9.236245025051788,-5.505825420650355,9.130337204900057,5.79162149934813,6.8145634309597165,-1.9032805154519503,-4.010274393802487,-2.4097568328417722,3.6939432537953483,1.9383541489130622,-5.651982317597309,9.216007216915944,8.763348843243772,-2.8393514328184306,-2.5864450802684447,0.15446400468436938,-2.2736102954315265,7.135471728105376,-6.580713712877547,-2.075496418871679,6.941015586919473,-2.668874811262268,5.618488344495964,5.654238394383238,10.701955408636321,3.976874151412087,-0.6363278391325541,-4.271681594346603,7.501944968985236,-1.3173290888649873,5.8502358327198944,-7.253392706050829,1.4372518172471158,3
10.150678137804709,-9.99327116865225,-5.651155691728137,2.23658387521015,-6.237004305800625,5.31773433957462,-1.0830720783851087,8.510413375198219,-0.06151257233146534,-7.482918011961217,-2.61699453931179,-5.000245602044783,6.616011834423553,1.554696901443252,0.5355065517690627,-0.12963689784332555,1.056361641767428,-9.74419560897771,-5.512825458753657,7.829407190656988,-10.548368837745134,-0.3417800593473995,2.7968309288507216,-3.585221225058855,4.3340503261238545,4.518905821370547,-4.162173897558527,0.29641989856501705,9.141669109710518,-4.643918136580203,4.560778507143026,-6.013279479591907,-3.990600787426604,9.466402168938975,1.0400065740592483,5.626469662288324,7.017192251339049,8.41885269700658,-3.6395748211910597,-3.180165148591299,6.616458782097441,-0.044129890484129186,1
10.689754502512475,-10.015460023301133,-6.248221286124076,3.038997861809423,-6.565668257461435,5.836636139930826,-1.3127856031395637,7.514805044726602,1.2205330062774324,-8.901176166177226,-5.862632939231203,-6.494182774310306,7.306578360663777,-0.7469188893051695,-0.4544036564995323,0.5092064583895582,0.9755293510053321,-8.54749306562854,-2.7028552547455327,8.794998230197695,-11.32089809352521,1.6094674412932366,5.15521387656727,-3.970710324963975,5.0288450220441145,6.344485554092902,-4.69864196733804,-2.5535948440207763,8.976261015733987,-6.668073275043044,2.3958506933333577,-5.458237774272495,-2.5482935297424394,9.309969684389483,2.615934796891078,5.382992516463088,9.694297395767657,9.347669514166508,-2.0428970723655238,-3.331567621915581,4.97268790822685,-1.1439753465180644,1
8.206438008394372,-10.77118927587694,-5.632136787206074,2.3453440210939496,-7.119224268596629,5.342660023656522,-1.69760769364329,8.340000273956711,2.0784614448780188,-9.555083235118943,-3.8593530863586607,-6.140807355608708,8.113134989247357,1.4351204381211493,-0.17612837223453903,0.13744616622004419,-0.08114303026530034,-8.805524463811711,-4.624294430012284,6.04373218954348,-10.047796466898541,0.34520489656578485,1.1954443899297997,-2.371436042008113,4.070132592955261,6.86411210454687,-2.714333629850352,0.057481153620688286,9.956285691356062,-6.849475607252813,1.873954909633542,-6.677745694434535,-3.1010458832470964,6.995437038687616,2.1604031073398775,6.371638303274877,7.67438843452073,7.9477883571840655,-2.8343067425880584,-1.9223647075075811,6.890375674747126,-0.027718637950598146,1
-6.812860556951957,6.131398270045004,-8.332246964946519,0.6233343920971542,-9.14197161807106,-8.479946069477323,11.197372270996528,7.030221247330392,4.074168283558211,-9.976031983792614,-3.601313525276588,9.561438735930968,4.042188918173646,6.337168467483805,-2.185930744814846,-3.5084677969378575,-2.3347582860297176,4.721453635593032,1.0462546236156984,-4.4740687509954515,8.56286347808949,9.776314253770963,-5.529851489512275,-0.45052888615296394,-0.19052401775873534,-0.5900316597946356,7.256208631788338,-9.171034754333379,-3.6657803081110054,7.5046343223076954,-3.5695937402555695,5.9183972780348535,5.162008328293468,9.639182411939796,1.7122733581917722,-1.6439413664185818,-4.291040640391252,10.495995955334894,0.001382629410196623,4.685558930432885,-7.09022282091917,0.6238578487804423,3
10.73145031958184,-0.9684514500616412,2.5855332311880472,5.025243421583589,0.13156280234844797,-0.9127941006822924,-8.588386417717597,-2.3215338107976113,-8.96394255625878,1.970071950564683,-4.731673476210592,-8.238817661464854,-6.0208195627205905,3.4805788302040344,-1.712131987449261,-1.1820516198453057,-2.9516053511393334,-2.479998967256526,8.618834960814196,-2.1125817527521824,-0.07580405693976111,-5.227574082722429,2.2478329090609095,6.434642033164529,3.7187342345551087,-1.9541179589127513,3.3020644910027035,-7.139010372741007,1.3776243514381241,7.3081345795492005,-3.867618061270925,-11.490312610981965,-1.7660237660104274,4.338408430367265,4.393731074019631,-0.5057087197573716,1.0666227591378303,4.454786462467317,5.053490766785812,-9.711890222619934,7.057740888961062,-2.2007772797014455,2
10.8733821348807,-9.061625154802442,-3.7467391164647914,0.5053578107007466,-5.182142804205843,6.550713247134039,-1.760480893540778,8.49794022791301,2.4386123356262424,-9.636723613379225,-2.9723192597508366,-6.903384230890528,8.91532430265813,3.132731360551065,-1.700215925233811,1.0179215380649298,1.0625861449340284,-8.291110817322165,-4.474697393482351,8.680159388658065,-9.797246791493448,1.15536759704039,3.8777743762302856,-3.238942940881287,4.931006756515337,6.500694654841107,-4.298607985333368,-0.2555604548167322,9.48493389826333,-5.151701137552006,3.664779888611167,-5.8141942954939445,-3.841650645805653,9.02978142561021,2.6288910935323035,5.5558211551339935,7.42983328771575,7.606863235879248,-3.5625500926938174,-1.1374581066820815,7.022576884241291,-0.8951379690279131,1
9.531105865849845,-0.31834644301059445,3.1514826986011,3.188411020241981,0.8960200504651155,-4.151127981851858,-7.95002610493943,-3.469251972836605,-9.726470528640137,4.150579009462334,-5.218789809502868,-8.49216645759606,-5.461260856353161,3.56342771560143,-1.8625768854952567,1.3758449425078623,-5.277522891776346,-1.8945773056240136,7.592387525286291,-2.60475939028728,-0.5633633261250829,-5.783478087577044,2.4218975927806365,5.975944635076265,-1.3303834650335324,-0.20339711456295206,3.7230391350057683,-5.61403516357216,-0.948173919419898,6.275324588717901,-4.418401519096898,-11.563978183706672,-1.528728777531312,3.27730721889331,4.432407193942201,-0.9706158750292821,1.7839919029414664,3.947762928356783,1.5754543820419646,-9.28662470675562,6.452633962261128,-3.4212126697555982,2
8.415493929500618,-7.782663179842475,-4.432560714798496,2.4987342418159773,-6.114693764252002,4.843510295999375,-2.288330120105897,7.769151028721795,0.19520221564987283,-10.243823956644084,-5.313574336697979,-7.381054840849487,8.925542769514562,0.9813620856737701,1.9594830138177404,-0.7211401836973168,0.30744668520566065,-9.896224874696014,-3.8288868002835774,7.636893220369113,-9.568583102953369,0.6922589034920165,2.638175150769901,-2.0912764255933536,4.020812711195793,6.2364807382555085,-5.628345298121533,-0.330564659036451,8.78378122484887,-4.955200628912338,2.120923245131468,-3.849569038679447,-2.0008364209317726,8.616846115581717,0.7960767328610938,8.366693279204577,8.208600456412295,7.64789519861766,-1.911798182218273,-4.058021313933628,4.652915341537423,-3.0120482512930615,1
