Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Feature_10,Feature_11,Feature_12,Feature_13,Feature_14,Feature_15,Feature_16,Feature_17,Feature_18,Feature_19,Feature_20,Feature_21,Feature_22,Feature_23,Feature_24,Feature_25,Feature_26,Feature_27,Feature_28,Feature_29,Feature_30,Feature_31,Feature_32,Cluster_Label
-0.42342340181896765,4.8024829308360815,4.7343060720371115,-9.966466213084185,1.1588423800890202,-6.744075630914051,0.5546270086063071,0.1999902434585573,3.151301572276888,-0.605870094570648,3.040610014662187,-2.6623727382660425,-8.964169243522774,1.2430142768312755,9.436233118370009,-5.980590592633002,7.445128966215496,5.415014733919115,4.053903206971081,-9.563416087837993,8.279797794127447,0.44572109403256843,0.08116129037236242,9.397774816808319,0.434828079139701,-5.935250148543379,-7.5294268720041035,6.492774148920001,7.243647905881061,7.636654774521293,-1.9886178311182219,4.257781633181186,2
0.03197687580559333,3.314500563727324,3.8228509349670423,-11.218648569210032,-0.2312203268545978,-5.788251567761832,0.707438239154593,1.2271848274582036,0.48488658162760867,-1.2766820560120524,0.338751483637888,-3.53504714498082,-8.940775513696563,2.2456112089154403,8.070752246712999,-5.891212927364461,9.228674708454493,5.730912670633024,5.593041218973283,-7.573970507507061,6.649320859372162,-0.023056203413135523,3.1860404258057047,10.016429476618715,0.3029356953986786,-5.862633161636007,-7.11992976630618,5.693829946715003,7.534468953069325,8.769925598708076,-1.8549553239485537,5.389136753498822,2
1.390622584148941,2.4837968556702767,3.6733506538685385,-9.96286872735753,0.05115595289035069,-7.979286251146614,0.4836884750089784,-0.25837647993520113,1.8996113836012074,-0.9867445666776843,1.6736306189171102,-2.801672448720993,-8.532071021862881,0.5765745999323275,10.049417691345349,-4.646512761740435,7.602747423633012,4.629020779213632,4.269096453839676,-6.215545038116667,6.794888194321597,1.2959863127529068,2.6126954744620217,10.257269009525297,1.2744735503472038,-6.4274930079847845,-7.435181125534021,3.552369518934463,7.503022978003627,9.657997993219071,-2.8449370870049817,3.348526026819751,2
-5.417702186239771,-3.83200610324617,8.08103307899304,-5.540452474502475,1.1610929837472945,1.166166296593659,3.3338560799895465,2.238911733188353,8.371797548871037,10.377793663951998,6.681259174146348,4.333920642460955,-1.6861568227096906,8.750943714511685,-5.737676759000697,6.129480207551253,-1.069858580339882,1.6648796443972036,-8.931485776252341,9.104644860324864,1.5453635885639305,-1.4600549053486542,-11.001966643235269,2.772702071084254,5.851147900243403,10.529795124724455,-9.95892093863876,7.665775771877063,1.1595711814024998,-6.1627337367721875,6.137989739725425,-7.753539946060265,0
-4.265091651500293,-4.448115712056718,5.154181579446154,-3.520304401713348,-0.24639075262474552,1.9739748381978952,5.43674582719141,3.2808383094639195,7.372047925572997,8.448728903426849,3.80369478468024,2.9565772410357325,-1.8989017985464252,7.094329534343624,-6.367246715505933,6.899335581124927,-2.4692225256200118,-0.37594913824002074,-7.944653040128579,8.477243799088312,1.8078879699943233,-0.2734623511065206,-7.534745902531055,2.092696232285341,3.660208305004301,9.538823828308132,-10.888698926319535,6.320726136085156,2.159939742535815,-6.744095391405964,5.413288309945146,-6.756470747700115,0
-5.873530763683382,-3.763833768658536,-4.712013093813872,-5.3828408802552765,5.2677264560186225,1.0881318352920237,-5.660175932451637,-1.9109183893270585,-6.201246048174184,2.072622975177965,-3.942189569110702,-3.1610164997256067,6.388562446134761,-9.887962722517718,-10.56444661108895,-2.354811021276723,0.3878678173012976,9.892058880354698,-6.706786992475453,1.5300818298892578,8.411721393925205,1.0938578243858998,-2.106139225468542,-10.350324268242204,-7.621921117321576,8.677254630900801,-5.441137834671949,-8.239344495652269,-9.186984590469724,-9.971581008938976,-4.465234046968992,5.536001147828077,1
0.14693829081948234,3.508813293802676,4.0909234677800494,-11.08450316945528,1.4650300258648674,-6.614514054118865,-0.5310635092716443,-0.5058705468643456,0.7480331980618974,-1.0930545409954082,2.395818271617873,-2.7675145306313476,-9.135989290040975,0.4790735256948804,10.60951751829864,-5.80199671255334,8.80723022054115,5.905186798333141,4.073225528770002,-6.517028540264025,7.342642925702067,0.403485943662369,1.4649893981133624,9.310555974847635,-0.2937360850184921,-6.069232019189082,-6.928673365357854,3.144605644149425,7.954198635441397,8.040197993770137,-0.9121039232578723,2.9527592473191064,2
-4.304794187076238,-5.346624167949648,6.411583799569411,-4.976290391388401,-0.15676351228080315,-0.12014570333034502,5.23923021385947,0.897532710574795,5.44256335295747,8.820223506688928,5.190638787025763,2.304773045618316,-0.6118403509588178,10.053624279955258,-6.843251327454128,7.201682090509234,-2.4956658814275507,-1.5802161781353605,-7.9267659809639905,9.395421454380193,2.5725913116813865,-4.22167651624214,-9.071630738473965,3.3283037534619155,5.039945764792169,9.178548670193177,-8.621132670290574,8.074101917627788,1.5645805851908583,-5.302307315361796,4.908939760143108,-8.032475470036864,0
-5.530125769108109,0.46524680125946705,9.5482462894427,1.0166098258339908,-1.1425069051031835,8.346053238606299,-1.5385665993373903,3.753316668934753,6.418874499209249,4.115720481959647,-5.8016579466607014,4.446578827405888,8.095217446034018,2.458202654008477,8.434591246530399,8.618051550278125,4.7093951210829275,-5.436274416759413,-7.146213732136161,-5.790299416799911,3.2367395391304488,7.762385808558744,-6.662601029744789,-7.593729027589612,4.5730027673779645,3.639536354923986,-2.86051129681099,6.116975240009238,-0.6537530161349765,-8.92565448888527,0.5639848410735564,5.125956565119431,3
0.8705688030668035,2.8309867769378503,2.975461804457874,-9.422894631845079,0.37213000682245867,-5.650745613457967,-1.116655025095485,-1.4515942281267316,-0.07785491690819635,-1.173704490079989,1.3614506286706969,-1.4115499606223447,-8.818510503633194,-1.0892828805045764,11.406228887275104,-6.6263827729515254,7.132554567393719,4.716590219070462,4.408657950288812,-7.859849402566688,5.811456214847922,0.3353056146706529,1.3632487082657407,9.162428527768009,-1.8491390868664135,-6.586423993657506,-4.910866143780691,4.2531467600893,8.198353410770748,9.507944484951354,-3.208727045156712,5.000956960858233,2
-7.511130518684727,-5.748824827725342,-4.181259971780423,-7.907321172455401,5.041947420142508,2.10938181541216,-3.4550183800584326,-1.7841598505172263,-8.16628294703574,3.8218200086987153,-4.976504836474891,-2.56187099720206,7.217577617643299,-8.900911612626643,-10.469076533536263,-0.02448266957581513,2.6371835565864528,8.341248042195756,-6.412274963122283,-1.3222114276621195,7.860226367676482,1.109732128838625,-0.13929420174723306,-10.607946258361416,-8.365611603052498,10.413574058792609,-3.824061441706437,-7.78406387105016,-12.142546285438428,-9.92314801698683,-6.392792660942367,6.311895100105253,1
-6.528417174923434,0.7701257440950326,8.425292740246011,2.2862783633445263,-1.5246217911354323,10.847747658865844,-0.23602764739323678,3.3646861629315477,4.6432544544595835,2.277194035294696,-7.221181486129456,4.513371725150989,8.305491984727606,3.609599852910647,9.361747701159604,8.675734407186477,5.632247339498703,-4.451988344672951,-6.693476717810869,-6.662621496551681,2.1464182661067306,5.207177387933388,-6.467036806002853,-8.732700727676724,5.878644885896813,3.3019805123420873,-4.423584204923227,6.205886021903899,-1.3320780838731794,-8.542336808264043,-1.600445068006116,4.0510215686392925,3
0.6510267430172536,3.950074677297618,4.723847581745423,-10.023302756337602,0.5355894194190949,-6.770970206949335,-0.8611726253566646,-1.1176791413094516,1.5494941155430968,0.2514455413104042,1.656621679591523,-3.225780360648293,-9.216247181908642,0.7298585765452897,8.00170583851398,-4.142235367799074,6.885521689479112,4.431373427987403,4.3708490491230965,-6.435451683911511,5.548429992675717,-1.9636369258626742,3.4236960274695107,8.092680936921793,-0.03507992509026603,-5.850857129996902,-5.52560161791983,5.379965767385003,7.117398302193962,11.21469111414821,-3.7078793983277443,3.792778455939145,2
-8.152626370031722,-0.6885983445846179,7.236926683732117,3.0082797430800894,-1.99826106278559,10.314580134273948,-1.5564630075368742,1.0761464308409545,4.444937463703931,4.060654476727072,-7.172954938261057,6.693974858462517,8.102068034261574,3.2366856351924147,8.100174386348865,8.418676496641352,2.1528321218838196,-5.124014222916403,-8.563284690190311,-6.9093094806163835,1.4437015276743812,7.315477174693079,-7.082738050946885,-7.785050137473627,5.192338541514755,3.708845286738187,-2.521303700915631,6.946300904471025,-0.8210065541744126,-8.370776094567688,-1.152833932386374,6.025641839855522,3
-7.905228573224637,-3.9438075195337965,6.7134100152615845,-3.00988198603579,0.12486119176751728,1.57403762092219,5.765802219191386,0.9454060275052056,7.308016954781852,8.195770892966335,4.00541105526321,3.3256314654659835,-1.421496645929086,8.574732048312065,-5.778390508392978,8.304024390711536,-1.7733248399170771,-0.005234593860589443,-7.7878705021031935,8.626579769243829,2.070755221130018,-0.49435992172713505,-10.218503928084198,0.012534785001991011,3.5432569753265017,9.846665267692828,-8.71925951375339,6.695124532449577,1.1824560410891949,-7.747280238005905,4.762074572101254,-8.280528963068084,0
-6.153123206484629,-5.721415017187413,-3.8338784784814433,-7.730970774130842,5.5199305503104075,2.8830898751465996,-5.349217297434354,-0.6435684562389302,-5.965956136824316,1.6646761183959442,-2.57571996356555,-3.2747101768425733,7.03635465974452,-9.182230368212426,-8.340868523190695,-3.0584221201200275,-0.19514840748242812,8.381105775817824,-7.675231229702516,-2.901219208141775,6.5520824189921605,0.5742549921796304,0.011840472461798535,-9.504124978027162,-7.875264656708652,10.06927308407347,-4.680751160551497,-10.057005025390076,-9.645318428286483,-10.56653967777629,-5.757686141938015,6.5662092751060595,1
