TSNE_Dim_1,TSNE_Dim_2,Cluster_Label
19.126692,11.380224,2
-4.316487,23.274569,0
1.0628153,-3.9015768,5
-9.2206135,-21.702194,3
23.457409,-10.917288,1
-2.3190463,23.259054,0
-24.203775,0.6490986,4
-23.527357,1.987911,4
-23.95498,2.163662,4
18.307415,14.146631,2
-24.562029,2.9021492,4
-22.089775,3.421402,4
22.561039,-11.594892,1
0.16484192,-4.06091,5
-3.5353453,23.09676,0
21.680006,-11.137369,1
0.4946618,-3.2021844,5
1.9474043,-3.4306688,5
-9.449843,-21.25446,3
-0.22043954,-3.871658,5
-9.757936,-24.560984,3
19.090315,11.12719,2
-7.405105,-23.151106,3
16.57255,12.627244,2
23.72434,-11.029928,1
-4.063929,24.746904,0
17.930367,13.451886,2
23.422789,-8.6008,1
-7.6461196,-23.10155,3
0.3520704,-3.5020332,5
23.572912,-10.848612,1
17.683594,14.428864,2
-22.426125,1.1937647,4
-3.6049826,22.951534,0
-5.3740873,22.493738,0
0.6319709,-3.2880177,5
-22.147099,1.0211923,4
-0.053756807,-4.0477033,5
-7.494975,-23.032963,3
-3.3908556,22.436592,0
-21.990309,3.4177709,4
-23.823643,0.7120011,4
-22.892136,2.0665472,4
21.636824,-10.455036,1
22.224207,-8.957189,1
1.8093446,-5.075863,5
-2.8734646,21.665756,0
0.7250955,-4.4496956,5
1.203775,-3.6693845,5
-23.258713,1.803664,4
1.3350097,-2.4568427,5
-25.449322,1.1361715,4
2.6433206,-3.7752235,5
-24.547932,3.231341,4
1.8809382,-3.341035,5
0.26718098,-5.102018,5
1.6046654,-4.1124434,5
-1.4635568,23.087236,0
17.259844,13.762726,2
-3.940289,23.001268,0
-1.9531417,23.19228,0
21.808924,-12.317835,1
-3.1112347,22.522009,0
17.101645,12.364284,2
23.803665,-11.748427,1
18.616674,13.453347,2
-8.6555395,-22.450579,3
22.419725,-9.752143,1
-1.5897499,24.141626,0
17.77099,12.364138,2
-1.8960038,24.57481,0
-9.264299,-22.13268,3
1.7744939,-3.200484,5
-2.6438873,23.940563,0
15.987062,11.756716,2
18.074823,12.224058,2
-8.769509,-22.878763,3
0.109784864,-3.2031126,5
-23.003906,3.6745207,4
19.082275,13.789728,2
0.31268752,-3.5687785,5
-3.680812,21.27228,0
-21.868532,1.2506166,4
-1.1246006,-4.5234265,5
-0.7334217,-4.139035,5
23.808737,-9.451936,1
-8.892177,-21.421589,3
-22.104557,1.6188797,4
18.502108,11.1194935,2
-8.091053,-23.52515,3
-3.5544443,23.025297,0
21.938185,-10.719225,1
-8.494764,-21.946205,3
-8.818418,-21.251863,3
-2.5212653,22.834839,0
-0.47892407,-3.2955422,5
-24.10118,3.3983765,4
-23.216156,2.3153799,4
23.166906,-10.108751,1
17.974272,11.222174,2
-2.2238634,22.553282,0
17.829319,14.449892,2
-7.254152,-22.277672,3
18.12442,11.451963,2
-23.514471,2.6216946,4
-0.6252847,-5.0738373,5
0.1630668,-4.0712614,5
23.493027,-11.985813,1
22.592993,-9.5927,1
24.53196,-9.136331,1
-4.5577774,23.20889,0
-0.8839148,-2.764014,5
-8.569245,-23.136051,3
-3.9919963,23.612326,0
16.12531,12.11991,2
22.779953,-8.791236,1
0.38323045,-2.4708192,5
18.048454,13.08394,2
-23.722277,1.429431,4
-5.164703,23.384188,0
-10.472517,-22.88824,3
-0.60369223,-2.7475924,5
-1.7986199,23.380209,0
-22.62018,2.9641483,4
-9.354527,-24.353275,3
-23.112162,2.9772742,4
-22.215086,0.924125,4
1.4178354,-4.257868,5
-23.632597,4.0689707,4
-7.098533,-22.094284,3
0.8024198,-3.8813095,5
18.024689,14.188381,2
17.644444,13.797023,2
-22.78725,3.038859,4
16.984652,12.553286,2
18.864986,11.590877,2
24.138275,-12.120495,1
-24.629116,1.8147434,4
2.2352386,-3.8809392,5
-24.300577,2.4343927,4
-3.2312691,22.261324,0
-0.8315488,-3.3061638,5
1.1800969,-4.0396056,5
0.03709448,-3.7511034,5
-8.280735,-22.880047,3
0.18784054,-3.361641,5
-3.749288,21.40307,0
-1.0878651,-3.4811528,5
-4.5535007,24.594326,0
-2.627311,25.064512,0
-7.3641396,-23.632847,3
-8.63289,-23.352692,3
17.957727,11.4573,2
-23.99851,2.4106956,4
24.478046,-11.602269,1
0.3054214,-4.9615,5
-3.1285963,23.271925,0
-3.1956325,23.436296,0
16.855125,11.354053,2
21.639622,-9.643046,1
-7.3111796,-21.681728,3
-9.025306,-22.826147,3
-8.629098,-22.733065,3
24.205532,-11.657667,1
0.28597823,-3.8982692,5
-24.965458,2.3001943,4
-23.181057,2.74445,4
-4.2049336,23.839823,0
-3.7490916,22.834002,0
-4.5522504,21.622517,0
23.57481,-12.468772,1
20.844547,-10.315755,1
18.99202,12.4584,2
-8.769933,-22.738281,3
23.912716,-10.529994,1
21.19665,-11.840267,1
1.2603543,-3.4394333,5
-9.688619,-23.229502,3
-1.822102,24.335482,0
0.59724027,-2.9906986,5
-2.886928,24.30853,0
-9.058728,-22.77882,3
15.902101,11.909187,2
16.848259,11.670283,2
21.855032,-10.20853,1
-25.530066,3.2083337,4
0.8183722,-3.1667242,5
0.19667728,-2.9269304,5
-7.431578,-22.370607,3
-7.9119215,-21.72594,3
0.45100763,-2.7419467,5
1.5625132,-4.1219673,5
-2.8717072,22.619577,0
22.779936,-10.886879,1
23.064365,-11.502907,1
18.012371,12.883716,2
24.535912,-11.10731,1
-5.332174,23.08997,0
-3.450876,24.412159,0
-2.2946632,23.568209,0
-23.779064,2.3984776,4
-9.196991,-23.173803,3
17.321636,12.772449,2
0.22716026,-4.4733124,5
-8.469595,-23.577,3
18.052374,12.266158,2
22.02442,-11.700028,1
-23.670692,1.1635016,4
22.255796,-10.022607,1
17.27596,10.5339,2
-7.880588,-23.652704,3
21.912552,-10.148304,1
-24.491333,2.0231638,4
0.9458769,-3.947647,5
0.18285502,-3.4985437,5
22.321102,-10.013664,1
-9.865742,-22.903553,3
-3.5319827,23.378212,0
-23.471403,1.2831709,4
-23.703539,2.4491508,4
18.204071,12.5344715,2
-4.1817923,23.484648,0
-2.9039989,23.676167,0
21.701248,-10.6670475,1
18.115574,13.801021,2
24.427738,-11.970229,1
-2.772727,21.139303,0
18.656424,13.617117,2
1.1141174,-4.330083,5
-7.1196566,-22.076525,3
-8.899962,-21.499243,3
24.627815,-10.778917,1
-24.886196,1.6159773,4
1.4636705,-3.4520419,5
17.89877,14.230106,2
21.97754,-10.910346,1
23.249325,-10.035428,1
-22.881353,1.8629223,4
-0.094209366,-3.0230753,5
-0.10393022,-4.559623,5
-9.737876,-22.875044,3
17.771597,12.094916,2
23.29798,-9.380922,1
-5.7139482,22.544693,0
-2.5972002,23.773188,0
24.148094,-8.657854,1
0.21172984,-3.2635436,5
-23.64295,1.6889569,4
-8.3018465,-21.30593,3
-8.733604,-22.7152,3
0.5880401,-3.9928393,5
-22.965906,2.0927012,4
-1.0077451,-4.3473988,5
-1.0884198,-1.9946754,5
1.8015279,-5.202021,5
-3.217163,23.365273,0
-7.5042887,-24.543427,3
0.041110158,-3.272701,5
17.873827,13.228776,2
0.9350199,-2.1759417,5
-23.831173,2.2773669,4
23.002213,-10.619371,1
-24.891047,1.7541878,4
0.053873584,-4.715242,5
21.456152,-8.499803,1
18.61568,13.584771,2
22.816164,-10.058578,1
0.71487546,-2.5649397,5
23.23164,-10.021211,1
-4.486817,23.817614,0
-8.154334,-23.367624,3
1.4032254,-1.9823912,5
-24.381838,1.9373552,4
24.634037,-9.691287,1
-3.9037428,23.637836,0
24.41265,-10.364873,1
-25.199743,2.4768114,4
24.069426,-11.424467,1
-9.380296,-22.190054,3
-25.450617,3.384973,4
1.4645377,-3.8087237,5
23.487846,-10.9179325,1
17.545126,11.530143,2
-7.8768444,-22.086203,3
-7.718463,-24.348873,3
-7.573997,-23.861206,3
-2.8326173,22.91884,0
2.5046928,-3.408989,5
17.704502,12.869723,2
-10.304635,-23.738434,3
18.541018,12.848711,2
-4.14223,22.543835,0
-24.463707,2.4628623,4
-10.261098,-24.21897,3
-24.11169,1.3803108,4
-23.542297,4.51622,4
-9.758718,-22.78704,3
-9.930348,-21.903782,3
18.708109,13.032458,2
17.258476,11.714122,2
17.709044,11.276709,2
23.50892,-10.7677145,1
17.387957,13.759357,2
-7.3981557,-22.196783,3
0.27551514,-3.9764545,5
-10.146129,-23.329098,3
-24.477915,2.051057,4
-0.049384724,-4.7327676,5
-8.186352,-22.965872,3
-23.592789,1.8548145,4
-5.085901,23.90408,0
19.511848,12.495962,2
-24.615938,2.4154992,4
-4.0017686,24.473478,0
-9.05399,-20.882109,3
-7.5117073,-23.398726,3
16.389849,14.273006,2
17.036165,12.189099,2
-5.64565,23.783266,0
2.721065,-3.672746,5
-25.11529,3.402894,4
22.825584,-12.871463,1
-1.7983205,23.424488,0
23.571665,-10.134677,1
-8.2957735,-22.022001,3
0.56352997,-2.410747,5
22.48273,-11.510008,1
-2.19235,24.756817,0
17.364565,13.033881,2
-1.722969,-3.6049392,5
0.11591746,-2.5049584,5
0.52525496,-3.2312992,5
16.245739,13.865851,2
23.853468,-11.056672,1
17.522518,10.556183,2
-23.2075,2.7566981,4
23.998514,-10.157288,1
-4.418304,24.376009,0
-25.232718,0.71071047,4
-24.953312,2.9939795,4
17.537561,10.479571,2
-25.12333,2.3158097,4
-8.335201,-22.09383,3
-3.4320145,22.588358,0
-3.298047,22.074055,0
-23.541609,2.9754806,4
-0.43854174,-4.9146285,5
17.759346,11.72904,2
-7.710745,-21.09732,3
-23.379688,0.9962072,4
1.2886993,-4.404824,5
-10.22928,-23.120558,3
16.592756,12.325702,2
17.96545,12.028574,2
21.385433,-11.719078,1
-26.303543,2.8454163,4
0.92313904,-2.557314,5
-9.366434,-21.69504,3
24.554392,-9.850026,1
1.7794168,-1.867665,5
18.652113,14.572709,2
23.53366,-10.480078,1
-9.890498,-22.170147,3
18.528797,13.153728,2
23.853582,-11.421603,1
16.32509,13.45549,2
-23.292124,2.5379987,4
-6.413183,-22.43065,3
-24.25258,2.332066,4
16.80461,13.9675,2
-23.387135,3.8581219,4
23.153534,-9.679056,1
-7.703496,-23.57875,3
-8.871842,-20.415117,3
-23.16622,1.479093,4
-4.5810294,24.867327,0
-3.4591212,22.846804,0
21.329563,-10.194711,1
22.038069,-12.028285,1
23.327473,-9.77495,1
-9.601141,-22.688885,3
-2.902997,23.708925,0
-24.736917,4.2794437,4
-2.3593445,23.380825,0
24.786835,-10.503998,1
18.668077,12.86434,2
23.06633,-8.505062,1
-3.7092373,22.829033,0
-0.79412645,-5.0310087,5
0.9670626,-3.4778185,5
23.150087,-11.812345,1
16.032322,11.274072,2
-23.969248,0.34668404,4
-8.973445,-24.640419,3
0.07655208,-2.3916974,5
0.2576156,-4.5981827,5
-3.7493212,24.340658,0
-8.343418,-22.863754,3
-9.032025,-24.674791,3
21.90274,-10.766725,1
-3.0181177,23.37111,0
-3.7134438,23.572353,0
18.206566,11.836376,2
1.7594553,-2.4482489,5
18.077211,12.435798,2
18.633411,12.500512,2
19.217976,12.826381,2
-10.390099,-21.862083,3
17.832594,12.0506115,2
-10.4597,-22.819784,3
24.075739,-11.821618,1
-8.548328,-22.608606,3
19.660715,13.494806,2
22.282997,-10.527073,1
23.600805,-11.784531,1
-8.985111,-22.853453,3
-0.9946375,-4.617582,5
-9.068551,-24.071693,3
-3.5100298,23.016586,0
17.79941,12.57539,2
-24.442762,1.8434724,4
-4.210474,22.69852,0
24.083633,-10.489955,1
22.951376,-10.589592,1
-24.55447,1.7039521,4
23.638174,-8.875974,1
-3.9903543,23.48083,0
-7.4483204,-21.548096,3
-4.4445643,22.592403,0
22.337528,-9.925026,1
16.783144,11.566624,2
-7.7835584,-22.653852,3
2.3126762,-4.9926157,5
-25.661234,3.061135,4
22.263065,-10.25019,1
-7.796895,-22.275278,3
-22.912218,2.57539,4
23.091902,-11.509504,1
-25.094864,2.293434,4
16.374323,13.302363,2
-8.793968,-22.352453,3
23.356163,-10.021018,1
-9.208587,-23.31841,3
-5.1861753,22.397541,0
16.922934,13.221452,2
-23.426348,2.1035793,4
-7.708202,-22.592888,3
-22.831356,1.3359766,4
15.807629,13.036433,2
-10.560457,-23.77769,3
-4.304007,22.494131,0
-7.472362,-24.744202,3
0.171971,-1.8342437,5
2.3164678,-2.097541,5
-2.6324508,22.682524,0
-10.059982,-21.289797,3
23.83541,-10.433149,1
-8.939116,-21.24312,3
-8.440872,-23.231428,3
-6.558498,-21.97972,3
-9.086629,-20.711004,3
22.115992,-11.532413,1
22.231522,-11.0036125,1
-0.14896557,-1.8672018,5
24.211216,-11.758323,1
-1.4487606,23.769999,0
-8.028398,-22.956861,3
18.358803,12.938741,2
23.221548,-10.48291,1
-24.604649,3.3519833,4
23.684319,-10.699815,1
-23.287767,3.761702,4
-24.067822,1.3970795,4
0.35059476,-3.5836542,5
22.67276,-11.403213,1
21.085106,-11.716345,1
-24.95227,2.3638234,4
-0.48264962,-1.8796066,5
-2.9422855,22.082315,0
-8.877565,-22.09058,3
-23.808657,2.7551258,4
20.819298,-9.632145,1
-7.325168,-22.90886,3
19.242493,13.303176,2
18.493216,11.189039,2
-0.95551145,-3.6557906,5
-24.537704,4.43074,4
22.369709,-10.581022,1
18.277294,14.162135,2
19.65685,12.841829,2
21.484379,-10.593199,1
-23.222546,2.4012494,4
-4.0659394,22.470547,0
0.18267791,-4.5097284,5
21.585253,-9.269668,1
-22.556213,4.3835506,4
-3.520273,24.534908,0
-3.7091367,24.83741,0
18.10688,12.2667885,2
-24.597845,1.6736093,4
22.580528,-10.519317,1
-10.20039,-21.933834,3
-3.728469,23.734898,0
23.871023,-11.367762,1
-5.1700897,24.388695,0
21.861963,-12.0877695,1
22.38429,-9.9142475,1
-4.563102,22.497065,0
-4.4460464,22.70797,0
-8.619182,-22.939995,3
-4.810574,22.261534,0
-3.1846488,22.259756,0
17.561977,13.10883,2
17.800335,13.583825,2
-25.584415,1.8893478,4
-3.6185818,23.983126,0
-24.723736,0.48598173,4
-22.65704,2.189373,4
-3.0225875,22.219065,0
-0.8739317,-1.9531827,5
18.052254,11.612643,2
-2.2908688,24.902884,0
-0.60751647,-4.1529984,5
-4.770397,23.843521,0
21.776638,-11.613444,1
-2.0478501,21.733082,0
-3.1845043,24.041712,0
16.996561,11.290027,2
19.193672,12.294172,2
22.597702,-9.951013,1
21.842302,-8.522386,1
22.979574,-9.9681225,1
22.944437,-9.572005,1
-5.653058,23.178242,0
21.068848,-9.760848,1
18.860073,13.001328,2
18.28386,13.993709,2
-0.21873692,-3.3650184,5
-24.079193,1.5888059,4
22.88433,-11.602007,1
23.378237,-10.456404,1
17.938377,12.220832,2
23.25305,-11.949867,1
0.27040797,-3.5445955,5
22.648308,-10.128045,1
-0.19281238,-3.7091722,5
-10.212353,-23.128113,3
-22.585016,2.244449,4
0.3260745,-3.453724,5
-9.748014,-23.919544,3
-1.187549,-1.860029,5
1.1121527,-3.2702532,5
-8.923497,-23.246244,3
18.390673,12.561939,2
-2.4010127,24.57064,0
-8.144439,-21.888552,3
0.8740945,-3.1173227,5
-9.631024,-23.541872,3
-0.18664087,-3.1880882,5
-5.0702453,22.337877,0
-0.061605867,-5.157626,5
-22.576174,1.3755279,4
-9.022784,-24.083498,3
17.657816,12.45248,2
-3.5669663,21.17066,0
22.706543,-10.380033,1
-7.270902,-23.19742,3
21.624716,-8.727834,1
-5.0086412,23.825779,0
17.358778,13.934157,2
0.64161474,-3.659406,5
-3.0765316,22.729368,0
-9.766785,-22.571285,3
-0.3737322,-1.5487603,5
-3.9631612,23.190937,0
-10.380831,-22.8049,3
17.042025,12.459728,2
23.130331,-10.663732,1
1.0163016,-3.6178417,5
-24.356247,0.29146504,4
16.73893,12.609909,2
23.782091,-9.417971,1
-0.42211542,-4.224899,5
-8.144262,-22.856249,3
1.3291463,-2.9941325,5
-2.1840904,22.102812,0
17.552778,13.383312,2
-4.0227532,22.429081,0
-8.743847,-22.268156,3
-4.719083,22.20834,0
-7.3609905,-21.019321,3
-23.890272,2.2375405,4
-23.603539,2.604533,4
18.836123,13.590929,2
17.650393,12.132777,2
23.118326,-11.467668,1
-9.594333,-21.643955,3
-1.9540305,24.108032,0
1.0479004,-2.5354161,5
17.972742,12.60852,2
0.27407175,-2.4660447,5
-9.818002,-24.748749,3
-8.6903305,-24.168789,3
24.720076,-10.92617,1
19.13666,11.945554,2
-8.939814,-22.94832,3
23.431591,-9.897918,1
21.970104,-11.088017,1
0.81532013,-3.1922488,5
22.97706,-10.1819105,1
-10.646699,-22.748705,3
16.894272,13.823012,2
-4.882887,23.185825,0
-22.984566,2.9508007,4
-3.828579,22.06504,0
22.563667,-9.579086,1
20.545048,-9.948291,1
-26.085306,1.9332166,4
22.00932,-11.898164,1
-3.2806816,24.908226,0
-8.013963,-22.913149,3
-0.35064214,-2.750495,5
23.557959,-10.383381,1
17.406263,10.983286,2
23.041298,-10.491745,1
0.63991606,-4.076584,5
-0.07406818,-4.8362656,5
-6.887195,-24.236422,3
-26.073729,2.0107734,4
-22.922615,1.996137,4
-6.742841,-22.680387,3
-0.022426162,-3.4411097,5
-0.041645132,-3.7742684,5
-8.53228,-22.354668,3
-9.253157,-23.50179,3
20.762186,-11.151466,1
-5.582567,23.920261,0
16.722858,12.806947,2
-0.3124975,-4.8757753,5
1.4057045,-3.6451705,5
19.659233,13.498916,2
-8.883129,-24.49034,3
1.1279439,-1.3069329,5
0.8873653,-1.4073236,5
2.365024,-2.2471442,5
1.0160589,-5.5817633,5
22.127876,-9.218164,1
2.3021362,-4.2299857,5
-0.42979217,-2.937935,5
18.073425,13.719237,2
-0.30789968,-4.564371,5
22.682022,-11.249986,1
-3.9640691,22.381506,0
