Cluster,Features,Spearman_Original,Spearman_TSNE_P5,Spearman_TSNE_P15,Spearman_TSNE_P20,Spearman_TSNE_P50,Spearman_TSNE_P90
2,2,1.0,0.23417998874644658,0.6114203011129076,0.6722901993352617,0.7535285273597732,0.8422798896071872
2,7,1.0,0.6363840007598587,0.712891885444629,0.709744184003488,0.7547652927053194,0.8439311837150929
2,12,1.0,0.5767004092955409,0.6963565158043903,0.7177054948477638,0.7718904895614814,0.8011210220123361
2,17,1.0,0.5607451507609637,0.6901100565879184,0.7115935385206442,0.810993646987169,0.7933230502356319
2,22,1.0,0.5676959835397022,0.6941606533712195,0.6988285072975641,0.7917512797808877,0.7708241088043222
2,27,0.9999999999999999,0.583038917083352,0.7019858506612446,0.7190466089038422,0.7781870548613499,0.8039785435506704
2,32,0.9999999999999999,0.5874938681326055,0.712181534575316,0.7301590016365743,0.7911171033160098,0.8030863742025572
2,37,1.0,0.5770728981314722,0.6872336602840118,0.7079345960612851,0.7730210184468269,0.7943267317204737
2,42,0.9999999999999999,0.5607127803245443,0.6997115545929086,0.7331890569851471,0.7899881573275139,0.8046127794104213
2,47,1.0,0.595480362925419,0.7052761274497449,0.7315747320307147,0.7998611929118418,0.8145115159381715
2,50,1.0,0.5878153791200267,0.7009666693122538,0.7249047976320695,0.7773927552697462,0.7891889634153533
2,60,1.0,0.5863934330688262,0.690457582933172,0.7266932031409542,0.7778216181001216,0.793661955044355
2,70,1.0,0.5947427112599862,0.7135380803293899,0.7366117950698434,0.7849708587247258,0.8027439848453073
2,80,1.0,0.6098575958543818,0.7178388950608267,0.7401978781459395,0.7911783259286903,0.7956113483630557
2,90,1.0,0.6112752509141194,0.7124510054055488,0.7416813382035403,0.7805660208673915,0.809376455835218
2,100,1.0,0.6122974966079979,0.7148966853326642,0.7457158499951223,0.7880535926842798,0.817518426471359
