Cluster,Features,Spearman_Original,Spearman_TSNE_P5,Spearman_TSNE_P15,Spearman_TSNE_P20,Spearman_TSNE_P50,Spearman_TSNE_P90
6,2,1.0,0.3628322023478054,0.5488628803650318,0.6056037447197518,0.6693388407665353,0.716689955770151
6,7,1.0,0.3449639580308652,0.3668673534245712,0.3945463370395702,0.41420784256162285,0.41987246773837533
6,12,0.9999999999999999,0.3249183987642307,0.45837685222078983,0.33510515400744095,0.3476431668352625,0.35372394673554447
6,17,0.9999999999999999,0.3201313527792173,0.46856712774930387,0.3277653706420058,0.34681487107275466,0.426765733764476
6,22,0.9999999999999999,0.4491918411029812,0.45760794178158704,0.48769773567363656,0.4753890225245822,0.5058694203924458
6,27,0.9999999999999999,0.3976586852279148,0.27685541044534806,0.41389638049368116,0.16301444257976497,0.2554030380765498
6,32,1.0,0.5318683380948631,0.502799777137643,0.5077700543661012,0.5188356320166785,0.5668367698845261
6,37,1.0,0.5082278186216147,0.41055697915857664,0.4409310720755779,0.5645640970784666,0.5189959215610772
6,42,0.9999999999999999,0.4376802673857953,0.2727087886192041,0.3650257267921971,0.41524694424232417,0.42522371872162806
6,47,0.9999999999999999,0.4060257156592151,0.26042253625596007,0.27780527996073234,0.2837015000990766,0.2983545572883327
6,50,1.0,0.6645121749255786,0.2910332322744479,0.2838155754959181,0.6416312462923036,0.3175878668018344
6,60,1.0,0.2706819638446788,0.4349704554415888,0.47171109059786465,0.4999076226628855,0.3900968237070496
6,70,1.0,0.4367759078328963,0.4052678783647523,0.684473834797877,0.38149437135909253,0.47160420888934
6,80,1.0,0.34752086374834007,0.25053767332575694,0.29060390297551636,0.330890913886698,0.5845227923891585
6,90,0.9999999999999999,0.2655144212937283,0.5876111849372166,0.26439351693664126,0.31991580360644817,0.14399982938475916
6,100,0.9999999999999999,0.5541662130140199,0.2975798357810852,0.5704021798520519,0.36977028028715564,0.3273526593588075
