Cluster,Features,Spearman_Original,Spearman_TSNE_P5,Spearman_TSNE_P15,Spearman_TSNE_P20,Spearman_TSNE_P50,Spearman_TSNE_P90
4,2,1.0,0.4041035265198853,0.6076332003784088,0.6436654387125568,0.724075923176834,0.7785240089106594
4,7,1.0,0.6347159843267062,0.38415019524458244,0.38836309577098743,0.6662235633181053,0.8085378738713503
4,12,0.9999999999999999,0.526105709195426,0.591767498633336,0.5698044825897244,0.5943793939869215,0.5917771113449967
4,17,1.0,0.4229210185050026,0.3802732280362851,0.4276449873403767,0.3690622210977788,0.47323805023324045
4,22,0.9999999999999999,0.5772380718141831,0.6418835675472065,0.6476584938291927,0.6663171614098033,0.6865928971947737
4,27,1.0,0.5387296796280403,0.5734017122320328,0.604599393291116,0.5742467514452421,0.5233106761275554
4,32,0.9999999999999999,0.7101471874253977,0.5517951827768266,0.6683801886665605,0.67323747236822,0.6806288381313689
4,37,1.0,0.3964410564729207,0.656361467664182,0.6715074581137824,0.7314412366642201,0.6865061094824819
4,42,1.0,0.6081144430459912,0.5317395973613164,0.5276876024484727,0.5191073703738699,0.5388254256372106
4,47,0.9999999999999999,0.5892224116470118,0.46071704979828104,0.5102791627381253,0.6834470450208465,0.5916121074407538
4,50,0.9999999999999999,0.4609586806592151,0.5447520559602768,0.5583724104340962,0.3884226152064755,0.8480247399025572
4,60,1.0,0.5170837462262731,0.5688790584678873,0.6556052904496157,0.4622872826436472,0.47490133615973923
4,70,1.0,0.5416417250345404,0.5238544656859763,0.5795363766195148,0.7228876463663008,0.5937808188064305
4,80,1.0,0.5046847113270373,0.5342459677752824,0.554208811161773,0.5493693382598549,0.517285826414476
4,90,1.0,0.6445510166620765,0.47501986302130295,0.4698853649915155,0.7477456338869254,0.5413799863444052
4,100,1.0,0.507177365839807,0.5063302357608546,0.42774503399944014,0.5078558938161177,0.49796595667888827
