Cluster,Features,Spearman_Original,Spearman_TSNE_P5,Spearman_TSNE_P15,Spearman_TSNE_P20,Spearman_TSNE_P50,Spearman_TSNE_P90
1,2,0.9999999999999999,0.3057467094176708,0.5991077698544202,0.857892536804962,0.9351431296839398,0.9271644127869315
1,7,1.0,0.3637660033096233,0.3265488496820024,0.33903275136944633,0.3564385950561753,0.35467803761540495
1,12,0.9999999999999999,0.237041776784941,0.25718039983682517,0.27449266002887085,0.3030700982871076,0.32536215170364247
1,17,0.9999999999999999,0.17627830756724502,0.22569747992366448,0.23898091138338373,0.27256516056103364,0.3185037072237776
1,22,1.0,0.14958620927234825,0.21066340732579003,0.21018090026907701,0.27367256421722513,0.3504187710466285
1,27,1.0,0.12402092865263196,0.19235664940928773,0.20896835462744448,0.2671550350376446,0.3653759412585091
1,32,1.0,0.09640182223977498,0.16282911194264016,0.19390318821534186,0.2554447559719098,0.38216800555555575
1,37,1.0,0.08872838128890372,0.15748533468577192,0.18521155764734534,0.2704322532335904,0.3874583179784993
1,42,1.0,0.07274979728396924,0.15145109101216933,0.1684820630314018,0.275702874729465,0.39160055307532177
1,47,0.9999999999999999,0.06713316474604313,0.15109915886193767,0.17023159523927073,0.28800294681478855,0.39699886147280417
1,50,0.9999999999999999,0.06808751615815062,0.1369214424630825,0.1611560418834752,0.28839118562905763,0.3946511406969482
1,60,0.9999999999999999,0.04684895300764258,0.12436267282184996,0.14708801293714055,0.29391733919977503,0.3991668882597191
1,70,1.0,0.04490825546758554,0.11865371976165677,0.14036486292676664,0.2909425674133355,0.4044735596181792
1,80,1.0,0.04845222139706058,0.11493767785994678,0.13687347841065794,0.30354937383902736,0.399779415751912
1,90,0.9999999999999999,0.03892118913090302,0.10552338673984434,0.13360117588386763,0.2905448175381265,0.3990404433786176
1,100,1.0,0.04757329095622166,0.1055504683586154,0.13178044691836022,0.3085745284176916,0.4030371129660449
