TSNE_Dim_1,TSNE_Dim_2,Cluster_Label
-24.207422,-38.670937,4
0.59479123,43.57288,0
23.246851,-41.49367,2
-43.353752,-28.10193,4
17.809849,45.805553,0
33.956448,-15.621246,1
-38.05785,-31.774384,4
-8.370856,43.291035,0
8.650564,49.461605,0
19.360374,-45.65196,2
37.5435,5.0070353,1
32.646812,-25.53177,2
-36.919914,-34.915176,4
0.79852986,57.872177,0
-32.864662,24.411186,3
-40.41141,-12.1599245,3
32.89829,-10.600613,1
-38.76224,-9.949049,3
-48.09472,11.520147,3
-32.00326,-16.114437,3
-35.60537,2.8305783,4
36.039185,19.2644,1
23.72651,-37.361916,2
37.197884,-8.378736,1
-21.654041,9.148089,3
2.8682194,45.36638,0
-16.580746,-17.578226,4
30.497282,13.240153,1
17.778448,49.745567,0
14.248689,40.716885,0
31.231897,-0.60396373,1
-41.30389,-28.169632,4
3.2913692,36.84979,0
49.186317,-0.91318613,1
-15.920876,-31.108107,4
49.95143,-23.380905,2
24.551207,-13.642742,2
17.413315,-43.899433,2
27.826914,-30.904339,2
-41.81391,14.781789,3
-3.3041925,42.619843,0
22.623611,-20.54522,2
-38.8051,-8.08378,3
-21.740332,-31.780136,4
-25.61813,-27.003723,4
50.24548,5.207969,1
43.20699,16.19705,1
-0.90066576,34.148495,0
2.315405,40.07177,0
-13.808995,48.673435,0
38.287575,-7.7345157,1
37.91326,9.550074,1
20.830727,-17.690323,2
-38.431736,-9.574888,3
-4.021615,48.503628,0
-21.918896,14.801866,3
-33.453423,-8.197748,3
-6.1143823,37.045948,0
49.27022,-0.51849043,1
-23.504742,-28.266914,4
4.1642623,55.832584,0
-52.52789,-2.4318976,4
-19.352873,-18.45001,4
-39.984093,11.080937,3
-29.498198,-17.104382,3
-13.59272,-22.646908,4
40.405132,-36.457855,2
-31.954132,-33.83244,4
49.89041,-23.3342,2
-12.82678,-26.785517,4
13.500207,-24.226091,2
-1.7128526,43.089066,0
25.899837,3.9608912,1
16.148787,40.879723,0
-42.03958,-6.7312818,3
-39.72769,-35.32914,4
-0.55632687,65.184906,0
-24.90342,-15.191096,4
38.26793,-20.405378,1
-38.625328,7.616602,3
-55.10751,19.034962,3
14.441507,-3.2339804,2
10.961114,-28.535793,2
-31.522095,-28.486677,4
27.620413,-2.0667386,1
19.900686,10.732363,1
-40.30697,-27.441372,4
-7.708822,48.60189,0
12.703336,-34.474808,2
25.342522,-29.361992,2
-39.703457,-34.47213,4
46.033188,-1.9606555,1
38.542625,-42.0779,2
38.04384,18.950209,1
12.774107,43.099964,0
-13.980734,-3.7258997,4
14.807337,-10.384613,1
22.34898,-39.58493,2
20.12786,-33.442963,2
25.739246,-29.192286,2
8.34613,57.638515,0
-11.116664,56.52082,0
-33.73502,15.650272,3
-20.532951,-4.958069,3
-33.1755,-6.107755,3
9.804838,42.674236,0
42.645668,0.13656972,1
-10.239111,-15.912746,4
21.189955,4.2511654,1
-44.692894,-15.616201,4
-28.792065,-29.066206,3
-1.1552905,63.51616,0
-1.3023446,42.69017,0
2.473341,36.499393,0
-22.568466,1.0148997,4
2.1124003,57.133385,0
29.66958,-29.111166,2
35.605705,11.035317,1
-9.929322,-13.753768,4
42.15029,-13.873453,1
51.76354,5.436368,1
-54.98548,18.975067,3
35.284847,-28.909578,2
9.900479,41.81157,0
25.866209,-19.243923,2
14.806268,-18.952188,2
48.551857,0.17577489,1
3.2365775,48.579273,0
42.467865,16.592722,1
7.1240706,48.956,0
-23.091562,19.041521,3
47.094055,-20.409105,1
-21.447628,13.674576,3
