Feature_1,Feature_2,Cluster_Label
-9.122355473070051,2.1334524171232756,1
5.360247407158233,-1.4471116668818624,0
1.248847593804919,1.3797394514146637,2
-10.035663115902963,-1.0293392088485265,1
1.108644362512811,-1.593177996476991,2
6.213921266522301,-0.4255701399561327,0
-8.814782249124733,-1.1211587791535664,1
7.5921236615382215,-2.167208072476512,0
5.600931376005948,-2.1941446723598963,0
7.2272732078177855,-2.995665693700545,0
6.795502438129037,-1.7445183735909875,0
1.2175991399823975,-0.6839865539931138,2
2.1241924877436227,-1.717310977730622,2
6.598032979236988,-1.4577206927364916,0
0.3525064724337431,-0.5669341384240218,2
-7.442407562604483,0.8207302742569023,1
6.186984627116397,-2.7691152841084516,0
-9.25958307806064,0.28718569577996234,1
5.128541976313485,-2.673360548365631,0
4.6842681794045635,-3.6085705181538055,0
-0.5038792683607616,-1.897853604855379,2
-0.6403381776901609,0.6446908175864459,2
5.022870326400631,-2.4212739233832132,0
-7.836807792175907,-0.12871394967173716,1
7.693963801733857,-1.0530880582968045,0
6.218027643537981,-1.517334285427693,0
1.7925927299799236,-0.6531119919705302,2
5.541868338677374,-2.7057360251310363,0
-8.673772292870307,0.9293537856198346,1
-8.512446979403535,-1.2598189676518312,1
6.151226360633187,-1.0617359726421878,0
1.48403846707885,0.2292615966308328,2
1.7657151557127713,-3.1212959081104605,2
4.141230827822675,-1.498226785952589,0
6.707921151319478,-3.411098540114676,0
-0.003479957361979924,0.600116170103896,2
2.2237676978106355,-0.48954909772432603,2
6.21239332999102,-4.072927805132024,0
0.5706237515290632,-1.5728938240115244,2
5.006494760736201,-1.844418982548322,0
-8.61647799865178,1.35461072940269,1
2.246620471851651,-1.6943556736956684,2
0.7990711005387343,-0.032757233422684995,2
1.3342722286041766,0.16047976993390511,2
5.828433298659369,-1.1450667313605127,0
4.827940001231763,-0.898868811531344,0
6.759513226100681,-3.5590317389537596,0
2.457891576038441,-2.1434584555017695,2
5.520785890596293,-3.07460977659382,0
0.6304719719763248,-1.5148647651499343,2
6.247640180804872,-0.21178967126467296,0
5.690640083979507,-3.7236554206474417,0
5.419385649955165,-1.6219222901682844,0
-8.661155698531699,-0.5031821597399705,1
1.0383498197240069,-1.1347825796375277,2
-8.098711303567791,-0.012983416681132232,1
-8.14835011739536,0.2671326310440578,1
-8.00498177253642,-1.60315257339036,1
1.0340018144160117,-0.2345064577596651,2
-7.412354268318578,-0.31259721019304665,1
1.8701860720452492,-1.4568462068172363,2
0.008340547086828076,-1.4092484285754323,2
0.6962260105596475,-0.6671824655933128,2
5.110417651016463,-2.9622080622986506,0
-8.918367525443625,-1.156186913125247,1
1.5705485064232616,0.8791938556172971,2
0.5954695049315626,-0.060725326142701985,2
5.716988041169706,-0.7233866540723033,0
0.38700411538469437,-0.7312161152554625,2
0.6160788808355082,-0.7368984914720104,2
0.5670141390399076,-2.1847855671851573,2
2.0155248706674866,-0.5127745436217658,2
-9.771980278825968,-0.5109768903926818,1
-8.412166789737718,-1.256723003296364,1
-7.780158028174116,-0.44141491370396524,1
2.2427660390671016,-0.607981484523592,2
5.890272788431764,0.24536170205215857,0
0.5300735150169397,-0.5783788724340977,2
5.037123327638865,-1.657426052152929,0
1.1262901042346922,-2.5755535176261786,2
5.944560070510344,-1.0882176283420177,0
2.820143552888008,-2.1371661795312997,2
0.7951042649128472,-1.0618913302220414,2
6.894735124572254,-3.081052626465503,0
0.9653604289445504,-0.38485506947379855,2
-8.491512419992612,-1.0993174388332796,1
-7.731114390168901,-1.4068676535922593,1
-8.09450706668793,-1.0248382734308745,1
-7.7575924132804595,-2.805490830038991,1
7.031366929212341,-0.7333886647102634,0
1.3866762257857124,-0.7074863482205257,2
-9.580446733436847,-1.3635766652391557,1
-9.746511300577746,0.2965282775748773,1
-8.213779759649258,0.003001595088206299,1
4.892745247249622,-1.9482089136519325,0
