Cluster,Features,Spearman_Original,Spearman_TSNE_P5,Spearman_TSNE_P15,Spearman_TSNE_P20,Spearman_TSNE_P50,Spearman_TSNE_P90
1,2,1.0,0.3567133298910514,0.944744805432869,0.940861095728876,0.9288110041716966,0.9247931248478899
1,7,1.0,0.30801777865206614,0.32590557151486327,0.33317461136091414,0.3461999762601873,0.34470227532675274
1,12,0.9999999999999999,0.23860817373553594,0.27171514411884606,0.2607469001670577,0.2995007956999049,0.3255081285664545
1,17,1.0,0.17776225034534013,0.23401926295871303,0.24004839570711736,0.28874882680395375,0.32104913076872327
1,22,1.0,0.14388381147305462,0.2087603029023964,0.21849949202168628,0.27123134939989424,0.35112317855978575
1,27,1.0,0.12313326840632847,0.17765448743690673,0.2037230546542404,0.26025382776184325,0.35824936977557376
1,32,1.0,0.10298397939508926,0.1679534995583279,0.18914872420490306,0.25607212351726727,0.3661252485795348
1,37,1.0,0.08600400673941158,0.16545532918523687,0.18267934110040032,0.28000908681067543,0.38695143108097924
1,42,0.9999999999999999,0.0761545841304219,0.14216949160906084,0.17305946280679535,0.2871905869003792,0.3932442564073039
1,47,1.0,0.06389950516905087,0.1378618111516767,0.15722584092307992,0.28256200303423806,0.3934562883114952
1,50,1.0,0.06859340095861183,0.14020511559938748,0.16767347328929835,0.29022347551131417,0.39526367281047486
1,60,1.0,0.059603986643585294,0.12986038274260192,0.15420722417703697,0.29171349083755765,0.40339959889922195
1,70,0.9999999999999999,0.05467587297380989,0.1254681719804054,0.1443093520848965,0.2928187045523482,0.4031018965445535
1,80,1.0,0.045563206553166806,0.11629737379308823,0.14387880474039785,0.2958704631857503,0.40280360710002894
1,90,0.9999999999999999,0.04904756530825185,0.10840770057246595,0.131271036732668,0.2969161819053302,0.3995622773532402
1,100,1.0,0.040864737892083454,0.10903835832275216,0.13452608410145753,0.3041120709004871,0.40225850323927675
