Cluster,Features,Spearman_Original,Spearman_TSNE_P5,Spearman_TSNE_P15,Spearman_TSNE_P20,Spearman_TSNE_P50,Spearman_TSNE_P90
4,2,1.0,0.10491324113738187,0.6490535823750246,0.67182100916522,0.7568431218084335,0.8103826483437468
4,7,0.9999999999999999,0.5187071823523932,0.5696886768635591,0.594049185360374,0.6124492215457389,0.5848193525086677
4,12,1.0,0.4945621018391725,0.5421936819659179,0.5562242337021638,0.5421661722703288,0.5784252640740704
4,17,0.9999999999999999,0.6454774710209519,0.6991800270078187,0.7336902777594272,0.7736663718209804,0.7931883629965879
4,22,1.0,0.5290969236476338,0.5703270316554325,0.5784561942693278,0.6083272747875272,0.5874118971218606
4,27,1.0,0.6075069033634395,0.6630843095416536,0.6864056746666166,0.7263795649678417,0.7056891198645371
4,32,1.0,0.3350010446048311,0.5599436331728499,0.5640200373637886,0.6285363951842277,0.6169067528445594
4,37,0.9999999999999999,0.6240272372924265,0.6923031357592927,0.5580442363898948,0.7186407707556581,0.7254753468409701
4,42,1.0,0.544839608834391,0.618071759801756,0.551643321149781,0.542397670568652,0.534198624003924
4,47,1.0,0.5115868353925239,0.453910010932175,0.5309818265340708,0.556240474137375,0.5203780856557619
4,50,1.0,0.42286940812063456,0.41851014990644486,0.6051056283869958,0.6954046494262858,0.7169963692946865
4,60,0.9999999999999999,0.5578866039022387,0.4886831915183763,0.5460456535983996,0.6023232833118899,0.45644671786421
4,70,1.0,0.46602664329326987,0.49214882808255744,0.5768108970474376,0.46980742034006007,0.5272203386059441
4,80,1.0,0.4297598342024562,0.7114575320646923,0.5311934975512289,0.38749284481467844,0.7651579148176518
4,90,1.0,0.4903485866618057,0.5251054150877835,0.6492570509518629,0.48808592529044365,0.5611971189426816
4,100,1.0,0.35370563712418596,0.7276400869727856,0.5296094559570418,0.8092212927831948,0.6624705231121804
