Cluster,Features,Spearman_Original,Spearman_TSNE_P5,Spearman_TSNE_P15,Spearman_TSNE_P20,Spearman_TSNE_P50,Spearman_TSNE_P90
6,2,0.9999999999999999,0.08345501381027838,0.32836221762538637,0.3877271303675369,0.3243685267380392,0.34425130374500157
6,7,1.0,0.3626579082993072,0.35865518444614664,0.40031308762525547,0.4132617920568997,0.3977623323036893
6,12,1.0,0.37152261858228874,0.38931977572434884,0.40508902402925334,0.4042438293158929,0.4111884018953514
6,17,0.9999999999999999,0.23204093778981583,0.40540128882094095,0.4281065459640492,0.4806857345091852,0.472517065302439
6,22,0.9999999999999999,0.6045875027467098,0.47094612307072414,0.47384848529747825,0.5148191108399731,0.4648320039654434
6,27,1.0,0.28020808380473056,0.25176877928766145,0.497368233100391,0.19438021700454777,0.2833029181620046
6,32,1.0,0.6023143434108348,0.6300757760406622,0.4101882151501935,0.5969803954635604,0.4032214185799982
6,37,1.0,0.27032565721448726,0.253619402385177,0.39118553328361755,0.37879599373966066,0.3676403228947256
6,42,1.0,0.30715429234376074,0.32743609352773717,0.5100788816747802,0.5144906752543851,0.49191925381403023
6,47,1.0,0.47314503466373187,0.48842667101861037,0.4334719104668554,0.38965953945714543,0.37702631894686583
6,50,1.0,0.39781191213772177,0.4695614810329245,0.4958811867891659,0.5355106139547798,0.5190033371964344
6,60,1.0,0.46694385779315956,0.5076429388910139,0.2649492400658989,0.24843578776193445,0.5355980944031784
6,70,0.9999999999999999,0.3029254401779647,0.34235372602343767,0.25549873722558064,0.717217916950344,0.7221123307597311
6,80,1.0,0.36943924625526614,0.20625695704108904,0.4389448426550703,0.518657280899212,0.6342714339318474
6,90,1.0,0.49311736200570394,0.6395638722833785,0.3657666321451949,0.19079746410417278,0.5637863051503316
6,100,1.0,0.43892227102572073,0.5435265580294435,0.36437715682220695,0.6290057770696533,0.3210657590517177
