Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Feature_10,Feature_11,Feature_12,Feature_13,Feature_14,Feature_15,Feature_16,Feature_17,Feature_18,Feature_19,Feature_20,Feature_21,Feature_22,Feature_23,Feature_24,Feature_25,Feature_26,Feature_27,Cluster_Label
3.937662567322654,-2.3054869556701205,-6.530843196937778,1.3456872409137146,-3.8188021347992733,9.231035641375733,-1.288110413062983,6.969132901137312,3.351147569800387,-8.462009197579453,9.196054377173487,7.804058673139239,0.4793145982881966,-5.247256270469264,1.4536214019068716,-4.621688170047112,9.854386010097265,1.897683797091016,-1.150541895230809,-4.362407442259325,0.5402862960915737,-9.88700005746525,-7.315680445727229,4.549137973608397,-5.87065659643193,8.11245318432496,2.2940342711323347,0
9.084129286205416,0.7782592114113773,-8.191307996263209,6.760126813051013,3.6025897958503883,2.022817953389646,5.277557754445862,-6.103472020461349,-2.6916737846309875,-0.83265084413684,-1.3498921992815576,-5.00865040344932,-8.398417947911655,-7.359408477159607,6.771437790982991,-4.455032174090556,-5.374477805087204,-4.921062112825624,4.3863183386486675,-8.534334942108877,-6.319490927327543,10.169881127532625,9.725755746657162,2.6162027963189614,5.633144721603947,-2.866007900323578,-2.7707497644954273,1
6.017660687761426,-3.1324018460077885,-6.766097317667445,0.17850882727685513,-4.4334313074524205,8.82702156671072,0.5929262177989347,5.99590437892512,-0.38991275573963624,-9.597116089486118,9.44302683139504,10.349657342125177,0.5727960004981136,-5.2601686082347126,0.48111875035416707,-4.394910943686686,8.819564699234853,-0.8190068161885411,-2.6145781126117966,-3.2567098701467514,0.4434767191281691,-10.466745044098472,-8.41829163227295,4.307435406932029,-5.762110906247129,6.523742220160232,1.8340396651168813,0
5.364837678261713,-3.914029028618974,-5.8535990151650035,1.7367722547831232,-4.097188430602245,7.214503294203594,0.7791435372495645,7.516451958321441,1.7557398090288026,-7.953222205452623,7.170741458691603,8.715093349193252,1.685307171721413,-6.084713336899867,2.8664660588634563,-5.784432040036921,7.590081248173168,1.7370562360467197,-3.072332397103298,-4.579501897690993,-0.634671878754512,-7.626205312429683,-6.576710139638816,4.658195582142034,-4.75487546801027,9.199125093240832,1.730036373076092,0
6.053974420006254,-5.212955885880674,-7.444575057964617,0.41064707370063747,-3.7742532784339295,8.147600944662658,0.25424082428928096,8.72709271284504,0.5737359736150338,-8.56934576981045,8.86932786750234,9.735285359903393,2.5561911906142267,-4.5319777168198785,2.2516867295429597,-5.277592777058791,8.824258286010304,1.576669105009839,-2.399148345891157,-3.681641100368396,1.0424219033430095,-9.423424777374603,-7.54253723314258,5.965504455086002,-5.986178084993385,7.89486555768797,3.735245516460265,0
6.656992317753593,1.928434161984675,-6.011644014566471,8.55329170401664,5.47441657928753,2.136546678719047,5.80910821927856,-4.462334919595769,-3.005693328036546,-0.06162586936249348,0.15703127003188133,-5.568068931281878,-7.791184895575817,-6.040837428143107,7.799277483287814,-2.660135696713421,-8.29427897359101,-4.7972809384698785,1.089501799571128,-10.33176576678256,-6.4469857620765385,10.402984832872848,9.189605223893393,1.9404852501259287,4.507316583808814,-0.8772646716748708,-3.7182531409275157,1
4.362515553042696,-5.866655741853663,-8.173109569481632,-0.28276081627543537,-3.489029433273808,8.419012445005542,0.4275630067997751,7.02243295441558,-0.91069179986161,-10.020520768126367,8.8453918162416,10.394372804627649,2.5574513664090155,-4.459313625586691,0.8642833692706939,-5.418130005700062,9.868361735989891,1.3427530178725078,-3.572163963536034,-4.08183593850549,0.9831586525990851,-8.354708361496652,-6.853767224139138,5.6102421009697405,-4.905488537096418,7.367519939920242,2.7677295889005675,0
6.967144420937202,0.7185626127600447,-7.2591723641047174,8.17545080550436,3.384363692020058,1.6479287701833034,6.163999198132564,-4.810985743739661,-2.752777958130225,0.5858205686540698,1.9739546868505489,-5.3991632594408046,-8.196628137217063,-8.419706745291712,5.518685435029451,-5.163941070510277,-5.699533482008406,-5.269634115553989,2.9889412161876647,-10.13967611804706,-5.388926960513659,10.314936742690659,10.060500610363713,1.8029173754319463,6.752952302211613,-0.8139235040479973,-4.402962064287847,1
5.803151745581471,-1.8317699075545852,-7.351223416966331,0.48437979906364337,-4.353421373707169,7.514963384754848,-2.155822505718843,9.693794797344967,1.30976944710318,-9.337383430560045,10.97238887155278,10.907666250686317,2.7947649017683056,-5.022809585003628,0.6683089892212082,-1.023488891433383,7.994553842891836,1.125760580661965,-2.492682575314489,-5.178014534981136,1.3846923360221715,-8.625548785408748,-6.697756829412633,5.153153431378177,-3.9264029827305214,7.191509265040035,2.5365072126396866,0
4.813075281428073,-5.010683699791889,-4.918151775227742,1.5157449747918756,-3.4478120192118844,7.82899062040906,0.3673443129292617,7.3947359089561395,1.4985135559261067,-8.873693467958685,9.374693920400913,9.400691504979642,1.1496769531512143,-5.041637636603675,0.9738517625945697,-4.5961327712873405,8.630343427574472,0.415851259819371,-2.5835547217201933,-3.833699333399823,-1.0554635006224151,-9.885007260580199,-6.2482380340191765,6.643603609505564,-4.370858034659907,9.254165420491173,3.2806953120505082,0
6.211532383763622,0.8422376852907506,-5.9452237876705425,10.996339524530654,4.806028315181342,0.8477862401454255,6.6075736114837165,-6.375232638288464,-3.696964964622167,-0.7971649329041643,1.3394610848198458,-6.4287948965104516,-7.93537851722131,-6.507345045578417,4.382175043654293,-3.0494627641013965,-6.295352973297617,-5.279194240483135,3.650532000279914,-8.494463846512403,-6.342663408954963,9.989603545154063,8.581690403296871,1.9864320058798786,6.580612957560722,-3.0071047224417446,-4.1461395183263745,1
