TSNE_Dim_1,TSNE_Dim_2,Cluster_Label
-19.01883,-4.7637267,2
-16.877947,-3.0481558,2
0.5781914,17.60095,1
16.883923,-6.870134,0
-16.282207,-3.419413,2
14.792012,-6.2593107,0
16.654203,-5.7532163,0
13.0057335,-12.553132,0
0.2580367,24.433914,1
13.615633,-11.038135,0
-17.779058,-2.6236665,2
16.81807,-12.387618,0
-16.172314,-5.0279546,2
-16.632877,-2.791788,2
2.9186578,23.294107,1
15.588521,-9.523407,0
-0.8346915,20.760048,1
16.475628,-9.420561,0
-0.1555991,22.704025,1
0.42869172,21.025404,1
-20.009493,-2.128751,2
-18.34453,-6.2232137,2
14.334889,-5.8772907,0
-0.86624086,21.108189,1
-21.104366,-4.6286993,2
14.105893,-9.015466,0
17.297632,-8.086494,0
-0.23586191,20.549162,1
-21.025293,-6.6838756,2
15.510429,-8.262331,0
-18.558193,-2.6873434,2
16.203817,-11.2169485,0
17.446226,-8.413422,0
-19.24153,-4.9855247,2
16.302124,-4.2598166,0
0.6689318,20.967257,1
-21.154804,-6.4636564,2
17.026968,-10.740634,0
15.682252,-9.087634,0
1.2031258,19.26339,1
2.4699988,23.042818,1
0.7917617,20.483181,1
-1.3943524,19.405766,1
13.167508,-9.613761,0
1.2203383,20.396097,1
-15.666541,-2.9068537,2
11.90874,-6.4088225,0
16.012732,-8.363893,0
12.199014,-7.1448226,0
-1.709655,21.033997,1
10.962043,-8.521405,0
-16.490776,-5.5691214,2
-18.015238,-3.7586324,2
-20.009829,-5.691483,2
4.0293965,23.476255,1
11.775572,-12.422896,0
-16.85289,-4.4729404,2
-18.389923,-6.0170846,2
0.86131763,20.161436,1
3.324138,21.269823,1
-1.627345,23.601448,1
2.5471196,20.416704,1
16.12079,-10.759236,0
16.577822,-8.481631,0
12.719072,-8.813302,0
13.047509,-7.7650313,0
-16.866446,-4.7506847,2
12.149838,-9.99761,0
-15.405633,-5.665989,2
-21.6036,-2.9143581,2
-16.049377,-6.8275127,2
-16.45061,-5.3148985,2
17.8433,-7.577871,0
-14.0178585,-4.7505865,2
-16.736334,-4.430883,2
12.68157,-9.004019,0
-16.827374,-3.543154,2
